TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
Cxxc5	Th17_downOnly.txt	Th17_downOnly	1248	up	68	51	1.50723877823e-12	3.41389583269e-09	Adck3 Apobec1 Bmp7 Bmyc Ccdc148 Ccrl2 Cd160 Cd81 Ces2d-ps Clec2i Cyth3 D430019H16Rik Decr1 Drd3 Edaradd Endod1 Eomes Ephx1 Fam178b Fam26f Fam81a Fgr Gpr157 Ifit2 Il15ra Iqsec2 Itm2a Kctd15 Lactb Lypd6b Mcoln3 Mctp1 Ms4a4b Ms4a4c Myo1e Nkx1-2 Nod1 Nsg2 Pacsin1 Pappa2 Pts Rftn2 Ryr2 Sell Shisa2 Siglec15 Tmod1 Trpm1 Tspan3 Wnt10b Wscd2
Tcf12	Th17_upOnly.txt	Th17_upOnly	1170	down	73	55	1.94533278375e-12	4.40423342241e-09	1190002N15Rik Alpk2 Angptl6 Anxa4 Apbb1 Atp6v0d2 Bcl3 Bdh2 Blvrb Casp6 Cdh17 Cisd3 Cyp2s1 Cysltr1 D830046C22Rik Dhrs1 Eaf2 Efemp2 Fzd7 Gatm Gimap7 Gm5127 Gngt2 Gpr146 H2-Ab1 Ier3 Il9 Itga7 Kcnk7 Kremen2 Lgals1 Ltb March9 Mrc1 Mt1 Mt2 Mxd3 Pafah1b3 Parp16 Rab11fip5 Rassf1 Rbpj Rcan3 Rnh1 Sdcbp2 Sema4f Sertad1 Smox Socs3 Tgm1 Tnfrsf8 Tspan6 Tubb2b Vegfb Yif1b
Irf4	Th17_downOnly.txt	Th17_downOnly	1248	down	299	155	2.57938115311e-12	5.83713954949e-09	2810459M11Rik 2900026A02Rik 4930412O13Rik A1cf A930011G23Rik Abcg2 Abcg3 Acoxl Afp Agr3 Amph Angpt1 Antxr2 Apobec1 Arhgef6 Atp8b4 Bace2 Bank1 Boc Bspry Bzw2 C2cd4b Calcrl Car2 Cav2 Ccdc162 Ccl1 Cd160 Cd180 Cd83 Ces2b Ces2c Ces2d-ps Ces2e Chst3 Clec2i Clec7a Cnksr3 Csf2 Cxxc5 Ddx60 Dennd2a Dgki Dhrs3 Dlk1 Dock10 Drd3 Dtx3l Edaradd Eml1 Eml6 Enpep Evi2a Fam111a Fam178b Fam20c Fas Fut8 Gata3 Gbp7 Gm14446 Gm4858 Gnaq Gpr35 Gpr82 Grpr Hdac9 Herc6 Icosl Ifit2 Ikbke Ikzf2 Il9r Ism1 Itih5 Kcnj8 Kcnk10 Leprel1 Lin7a Loxl2 Lrrn3 Lyn Magee2 Mex3b Mmd Myo1e Neto1 Nod1 Nox1 Nrgn Nrp1 Nsg2 Nt5dc1 Nt5e Oas1c Oasl2 Olr1 Opn3 Oxct1 Pappa2 Pard3b Penk Phldb2 Phlpp1 Phtf2 Pid1 Pigr Ppic Ppp3ca Prm2 Prrg4 Ptpre Ptprn2 Qpct Rab19 Ripk2 Rpgrip1 Rtl1 Rtp4 Rufy3 Samd9l Samsn1 Scn11a Serpinb11 Serpinb6b Serpinb9 Serpine2 Sh3bp5 Sh3tc1 Shisa2 Siglec15 Sirpa Slit3 Spry2 St18 Steap3 Ston1 Stox2 Stxbp6 Sytl2 Tmem158 Tmem229b Tmprss11e Tnfsf10 Tnfsf4 Tox Trim14 Trpa1 Trpm1 Ttll9 Twist1 Wls Wnt1 Zbtb10 Zdhhc15
Irf7	Th17_downOnly.txt	Th17_downOnly	1248	up	160	98	2.58870702652e-12	5.85565529398e-09	2010002M12Rik AI607873 Abcb1a Afap1l2 Areg Arhgap26 BC094916 Bco2 Ccdc146 Ccl5 Ccrl2 Cd226 Cmpk2 Ddc Ddx60 Dll1 Dock10 Dpp4 Dtx3l E430016F16Rik Epsti1 Fam111a Fam163a Fam43a Fap Fbn1 Fmnl2 Fn1 Fut8 Gbp10 Gbp4 Gbp6 Gbp7 Gbp8 Gbp9 Gm4841 Gm5544 Got1l1 Herc6 Hist1h1c Hist1h1d Hist2h4 Hist3h2a I830012O16Rik Ifi203 Ifi204 Ifih1 Ifit1 Ifit2 Ifit3 Igfbp2 Igtp Il15 Il18 Il6 Inhbb Isg20 Mreg Ms4a4c Mx1 Mx2 Ncoa2 Ncoa7 Nlrc5 Notch2 Oas1b Oas1c Oasl2 Parp8 Pcdhgc5 Pkp4 Ptger4 Pydc3 Pydc4 Reep3 Rsad2 Rtp4 Samd9l Scarf2 Sele Sell Serpinb1b Serpinb6b Serpinb9 Serpinb9b Sh3bp4 Slc12a8 Slfn4 Tapbp Tmem171 Tnc Trat1 Trim12c Trim14 Trim30b Txlnb Xaf1 Zfp608
Rxra	Th17_downOnly.txt	Th17_downOnly	1248	up	255	151	2.72359912401e-12	6.15805761939e-09	4930412O13Rik 6030419C18Rik 9130019P16Rik 9530053A07Rik A930011G23Rik Acoxl Adam10 Adamts20 Adra2b Afap1l2 Akap2 Akr1d1 Amica1 Ank1 Arl4d Armc3 Arnt2 Arpp21 Asap1 Ascl4 Atp8b1 Atxn1 Avpr1a B4galnt3 Calhm1 Ccdc3 Ccdc50 Cd226 Cd83 Cdc14a Ces2b Clec7a Cntln Col27a1 Csf2rb2 D030018L15Rik D430041D05Rik D930015E06Rik Ddah1 Ddit4l Dennd2a Dlk1 Dmxl2 Dnase1l3 Echdc3 Edaradd Edn3 Eea1 Egr4 Enam Eno4 Epha3 Fam111a Fam163a Fam196a Fam53b Fam78b Fam84a Fcgbp Fgf2 Foxp2 Gata2 Gata3 Gcg Gm10389 Gm8234 Got1l1 Gpr174 Gpr35 Gpr98 Gprin3 Gsta4 Gucy2c Gucy2e Heg1 Heyl Hmcn1 Icosl Ifih1 Igsf9 Insm1 Ispd Itgb1 Itpr1 Kcnc2 Kif13b Klf12 Lgr5 Lhpp Lmo7 Lpar1 Lpin2 Mafb Mdga2 Muc5ac Nbea Ncoa7 Nes Neto1 Neto2 Notch2 Noxa1 Nrp1 Nudt6 Obscn Ocln Ostn Oxct1 P2ry1 Pard3 Pde10a Phldb2 Phtf2 Plxdc2 Pparg Prdm8 Prkca Prm2 Ptger4 Reep3 Rgma Rhbdf1 Rims2 Sall3 Samsn1 Serpinb6e Sh3bp5 Slamf6 Slc1a2 Slc26a10 Slco4a1 Smek1 Smek2 Sntb1 Sox6 Sspo Syt9 Tdrd6 Tlk1 Tmprss3 Tnfrsf13c Tnr Tox Trf Trpa1 Trpm6 Ttn Ubash3a Vav2 Zfp280b Zscan29
Nr4a1	Th17_upOnly.txt	Th17_upOnly	1170	down	90	60	3.71191966053e-12	8.3889384328e-09	2900011O08Rik 4932438H23Rik Abhd15 Abi3 Adam15 Atp1a3 B4galnt4 Bcl2 C3 Ccnd3 Cdc42ep3 Cdh17 Celf5 Chm Ctla2a Ctsf Cxcr1 Ebf1 Enah Epb4.1l1 Etv6 F3 Fam183b Fam69b Fbxo44 Fgfr1 Fgl2 Gnb5 Il4ra Il7r Inhba Krt6b Lpxn Mab21l2 Map3k6 Mgll Mrc1 Mta3 Myof Nlrc3 P2ry2 P4ha2 Pdpn Pik3ap1 Pla2g12a Pltp Prex1 Runx2 Satb1 Sema4f Serpinf1 Sox5 Stard10 Tcf7l1 Timd2 Tnfrsf8 Trpc3 Vps37b Wwp1 Zcchc24
L3mbtl3	Th17_upOnly.txt	Th17_upOnly	1170	down	63	49	3.80251385934e-12	8.58987880825e-09	2310007L24Rik Acp5 Adam12 Adcy4 Athl1 Avpi1 B4galt2 Ccdc63 Ccl20 Cep170 Cysltr1 D930048N14Rik Dock3 Dpy19l3 Ehd4 Enpp3 Fosl2 Gatm Gja3 Ifitm3 Il17a Il17f Il23r Ildr1 Itga3 Iyd Lbp Lrfn1 Mapk7 Met Olfr527 Pltp Sema6b Serpine1 Sh3pxd2b Skap2 Slc4a11 Stard8 Stk38l Syn1 Sytl3 Tec Tgm2 Timp1 Tmem125 Tmigd1 Trp53i13 Vwa1 Wdfy2
Smad3	Th17_upOnly.txt	Th17_upOnly	1170	up	140	95	4.05031563844e-12	9.14561271159e-09	1600014C10Rik 4930486L24Rik Abi3 Acsbg1 Adam12 Adam19 Ahr Alpk2 Ankrd55 Anxa4 Aqp3 Art2a-ps Atp6v0a1 Bcl3 Bdh2 Capg Cpd Ctla2a Ctla2b Cxcr3 Cxcr5 Cyth4 Dennd3 Dkkl1 Dnajc6 Dst E330009J07Rik Emp1 Entpd1 Fam102a Fam129b Fam19a3 Fam20a Fez2 Frmd4b Gadd45g Gem Gpr68 Igfbp4 Ikzf3 Kif5c Lamc2 Lamc3 Lbp Lingo4 Maf Malt1 Map3k14 March3 Mmp14 Mpp2 Myo3b Nipal1 Nynrin Olfm2 Padi2 Plod2 Pltp Pmepa1 Prss46 Ptgfrn Ptpn1 Ptprj Pwwp2b Rcan3 Rnf149 Rora S1pr1 Sdc3 Sesn3 Sgk1 Ski Smtn Socs3 Sorl1 Specc1 Spsb1 Ssbp4 Stab1 Syn1 Tec Tgm2 Timp1 Tmeff1 Tmem176a Tmem176b Tmem184b Tnfrsf12a Tnfrsf25 Tnip2 Tnk2 Treml2 Tubb6 Txk Ust
Ikzf2	Th17_downOnly.txt	Th17_downOnly	1248	up	143	89	4.22328838567e-12	9.53196188647e-09	2810459M11Rik 2900060B14Rik 9530053A07Rik Acot12 Agr3 Ankrd23 Aqp4 Armc3 Avpr1a B4galt5 C2cd4a Car2 Ccdc148 Ccl1 Ccr8 Cd160 Cd226 Cd96 Chrm4 Csf2rb Cyth3 D830031N03Rik Dmxl2 Drd3 Enpep Extl3 Fa2h Fam163a Fam26f Fam53b Fam81a Fam84a Foxp3 Galm Gcg Gfod1 Ghrh Glcci1 Gm14446 Gm3696 Gm4858 Gsta4 Gucy2e Hist2h4 Il18r1 Irf5 Itga4 Itih5 Klf12 Lrrn3 Mgat5 Mpped2 Mpzl2 Ms4a4b Myo1e Nhsl2 Nostrin Noxa1 Nudt4 Parp9 Phtf2 Pkp4 Pla2g4f Plagl1 Plb1 Pnkd Ptger4 Pvt1 Reep3 Ryr2 Sepp1 Slc22a2 Slc26a10 Stap1 Stfa3 Stk39 Sytl5 Tmem35 Tmod1 Tmprss3 Tnfsf10 Trat1 Trib1 Trpm1 Ttn Vcam1 Wscd2 Zfp318 Zfpm1
Maf	Th17_upOnly.txt	Th17_upOnly	1170	up	198	150	4.34530189608e-12	9.80300107756e-09	1700025G04Rik 2900011O08Rik 4932438H23Rik A930003A15Rik Acsbg1 Acsl4 Adam19 Ahr Aim1 Anxa11 Aph1b Aqp3 Arhgef10 Atp2b4 B430306N03Rik BC021614 Bcl3 Bend6 C1rl Capg Casp6 Ccdc155 Ccdc87 Ccl20 Ccr1 Ccr1l1 Ccr2 Ccr3 Ccr5 Cd28 Cd93 Cdh17 Cdh23 Cdk16 Cdyl2 Chd7 Chst12 Cndp2 Cpox Ctla2a Ctla2b Ctla4 Cxcr2 Cxcr5 Cyfip2 Cysltr1 Cyth4 Dab2 Ddr1 Dhrs1 Dlg2 Dpy19l3 Dst Ebf1 Emp1 Enpp2 Espn Etv6 Fam20a Fndc3c1 Galc Galnt3 Gcnt2 Gfra1 Gipr Gja1 Gm11346 Gp49a Gpr15 Gpr18 Gprc5a Hao1 Hmox1 Hpcal4 Igfbp4 Il12rb2 Il17a Il17f Il21 Il23r Il24 Il7r Ildr1 Inha Itga2 Lamc1 Lilrb4 Lpxn Lrrc27 Ltb4r1 Ly6e Lzts1 Malt1 Mctp2 Met Mmp14 Mocos Mt1 Mt2 Myo10 Myo1f Nav2 Ncs1 Palld Pdpn Pigz Piwil2 Pla2g12a Pld2 Plekho1 Pmepa1 Ppp3cc Procr Prr5l Ptgfrn Ptpn4 Ptprj Pycr1 Rab20 Rab39b Rab4b Rcan3 Rorc Scn1b Sco1 Sdcbp2 Sema4d Sema4f Sgk1 Sgms2 Sirt2 Slamf7 Slc25a35 Spred3 Stab1 Ston2 Syn1 Tctex1d1 Tgm1 Timp1 Tle1 Tmem163 Tnfrsf8 Trim9 Tspan5 Txk Ubtd1 Upp1 Vwa1 Zic2
Batf	Th17_downOnly.txt	Th17_downOnly	1248	down	171	100	4.38371561273e-12	9.88527870671e-09	5430427O19Rik AI607873 Actbl2 Afap1l1 Amigo2 Arhgef3 Arpp21 Asf1a B3gnt2 B4galt1 BC094916 Btk Ccdc141 Ccdc50 Ccr7 Cd1d2 Cd74 Cd80 Cdc14a Clec2g Clec2i Cmah Cmtm7 Cntnap1 Cyth3 Dhrs3 Dmxl2 Dnm3os Dnmt3a Dock4 Erv3 F13a1 Fbn2 Gbp10 Gbp7 Gigyf2 Gm5544 Gm6792 Gpr176 Grap Grp Gyk Heyl Hmcn1 Ifi202b Igfbp7 Igsf9 Igtp Ipcef1 Itsn1 Klf2 Krt14 Lrp4 Lsp1 Mak Mcoln2 Mlf1 Ncf1 Notch2 Nr4a3 Nrgn Nsg2 Ostn Ppfibp2 Pten Pyhin1 Qser1 Rasal1 Rassf4 Rftn2 Rhbdf1 Samsn1 Sbf2 Sh2d7 Sh3bp4 Sh3gl3 Slamf9 Slc22a3 Slco5a1 Sntb1 Srpk2 Sspo St8sia6 Steap3 Stk4 Ston1 Sytl2 Tal2 Tex14 Thap2 Tmem19 Tnfsf8 Trat1 Ttyh3 Vps13a Wnt10a Zbtb46 Zfp467 Zfp558 Zfp704
Dpf1	Th17_upOnly.txt	Th17_upOnly	1170	up	76	66	4.50184334255e-12	1.01471548941e-08	Adamtsl5 Aplp1 Armcx6 B230217C12Rik B4galnt4 B4galt2 Bmpr1a Casr Cdc42ep2 Cpne6 Cyp2s1 Cysltr1 Dusp3 Dusp9 Dysf Endou Entpd2 Epor Ero1l Fam183b Fbxo10 Fgf11 Fzd7 Galk1 Gipr Gls2 Hcn2 Il23r Jag2 Kcnk7 Kdelr3 Ltb4r1 March9 Mboat2 Mcf2l Mpp2 Myh7b Nlgn2 Obsl1 P4ha2 Plcd1 Porcn Ppfia3 Ppp1r3b Rapgef5 Rbfox2 Rcor2 Rufy4 Selenbp1 Serpine1 Serpinf1 Slc41a2 Smtnl2 Sncb Sp9 Spred3 Stac2 Ston2 Syngr3 Tead3 Tgfb3 Tgm1 Vax2 Vldlr Wdr54 Zic2
Ets1	Th17_upOnly.txt	Th17_upOnly	1170	up	181	105	4.62418991987e-12	1.04182998895e-08	1600014C10Rik 4930486L24Rik 4932438H23Rik 9530077C05Rik Acp5 Acvr1c Acvrl1 Adamtsl5 Aes Anxa11 Arhgef10 B430306N03Rik Bcl2 Brsk1 Car5b Ccdc63 Cd2 Cd28 Cd93 Cdh17 Chd7 Cndp2 Coro7 Creb3l2 Cxcr1 Cyth4 Dlg4 E330009J07Rik Ecm1 Eif4e3 Emilin1 Entpd1 Epm2a Espn Ethe1 F3 Fam102a Fam129b Fam189b Flot1 Flt3l Gapdhs Gmfg Hemk1 Il10ra Il7r Itga7 Itgb7 Klhl6 Klre1 Lair1 Lgr4 Ltb Lzts1 Mapre3 Matk Mgst3 Mxi1 Naga Nlrc3 Pacs1 Padi2 Pde2a Plcxd1 Plekhf1 Ppard Ppp1r13l Ppp3cc Rab4b Rara Rasgrp2 Rasgrp4 Rbpj Runx2 Sco1 Scrt1 Sema4d Sept9 Sertad3 Siah3 Slc15a1 Slc24a3 Slc25a35 Slc4a8 Slc9a3r1 Smtn Srgap3 Ssbp4 Stk36 Tbc1d16 Tbxa2r Tgfb3 Tgfbr3 Tjp3 Tle2 Tle6 Tlr12 Treml2 Trib2 Tspan6 Vegfb Vps37b Wdr81 Ypel4 Zfp36l2
Stat3	Th17_upOnly.txt	Th17_upOnly	1170	up	155	100	4.6708192869e-12	1.05186850341e-08	1110007C09Rik AA467197 Abcc3 Adarb1 Aig1 Aim1 Arhgef10 Arl4c Atp2b4 B3gnt3 B3gnt8 BC021614 Bcl3 Brsk1 Ccdc63 Cd2 Cdk5 Cdkn2d Cend1 Chm Chmp4b Cndp2 Cpd Crispld2 Ctla4 Cxcr5 Dlg2 Dpy19l3 Dst Egln3 Emp1 Epm2a Etv6 Flot1 Fosl2 Galc Gap43 Gatm Gem Gls2 Gngt2 Gpr65 Hif1a Hook2 Icam1 Ier3 Igfbp4 Il1r1 Il21 Il2ra Il2rb Insl3 Itgb8 Jak3 Kif5c Klhl6 Lif Ly6a Map4k5 March3 Mfsd2a Mllt6 Mrgpre Mvp Mxd1 Myo10 Myo3b Nav2 Ncs1 Neat1 Nek6 Nynrin Paqr8 Ppp1r3b Pstpip1 Ptpn4 Rab4b Rassf1 Rnf149 Rora Rorc S1pr1 Sbno2 Sesn3 Skap2 Slc24a3 Socs3 Spef2 Stoml1 Susd3 Timp1 Tnfrsf25 Tnip2 Trib2 Tubb6 Unc13a Unc5cl Ust Vash1 Vim
Hif1a	Th17_upOnly.txt	Th17_upOnly	1170	up	197	118	5.53690426841e-12	1.24635715082e-08	1190002N15Rik 2310022B05Rik 4930417O13Rik Acp5 Agrp Aldoa Aldoart2 Aplp1 Arrb1 Ascl2 Atp7b B3gnt3 Bcar1 Bend5 Bmpr1a Bnip3 C3 Capn5 Ccr5 Cep170 Cox7a1 Cyp2s1 Ddit4 Dntt Dpf1 E330009J07Rik Egln3 Eif4ebp1 Ephb2 Epm2a Ero1l Fam102a Fam183b Fam184b Fbxo10 Frem2 Fzd7 Galk1 Galr3 Gck Gipr Gstt1 Gys1 H2-Ab1 Haao Hemk1 Higd1a Hk1 Hook2 Hpcal4 Hs3st6 Ier3 Il10ra Itga7 Jag2 Kank1 Kcnc3 Kcnk7 Kremen2 Ltb Malt1 Matk Mboat2 Mex3d Mir210 Mt1 Muc2 Nags Ndrg1 Ndrg2 Nfil3 P4ha2 Pafah1b3 Parp16 Pcbp4 Pdxp Pip5kl1 Plcxd1 Plekhf1 Plod2 Porcn Ppp1r13l Ppp1r3b Ppp1r3g Pygl Rab33a Rab39 Rasa4 Rasl12 Rassf1 Rcor2 Rgs11 Ripk3 Rnf208 Satb1 Scrt1 Selenbp1 Sema7a Serpine1 Sertad1 Slc38a3 Slc41a2 Smtnl2 Sncb Sp9 Syt5 Tgfb3 Tgm1 Themis Tle6 Tro Trpc1 Tubb6 Unc13a Vegfa Vldlr Wdr54 Wipi1
Nfkb1	Th17_upOnly.txt	Th17_upOnly	1170	down	108	77	6.43274322698e-12	1.44736722607e-08	1110054M08Rik 1700025G04Rik Atp6v0d2 Atp6v1b1 Avpi1 B3gnt5 Batf3 Bcl2 Bcl3 Ccdc63 Ccnd3 Cd200r1 Cd200r4 Cdk5 Cetn4 Clgn Dlg2 Efemp2 Efhc1 Emb Emp3 Faim3 Gatm Gdpd1 Gm8615 Gmfg Gnb5 Gngt2 Gp49a Il12rb2 Il1r1 Il23r Ildr1 Impg2 Lgals1 Lif Lilrb4 Lpp Lpxn Lrrc27 Lst1 Ly6e Maged2 Mgll Mmp10 Mmp20 Nedd4 Nme4 Nme5 Nucb2 Nudt8 Olfr175-ps1 Padi2 Paqr8 Pde6d Pdpn Plekho2 Podnl1 Ppp3cc Pstpip1 S100a6 Sema4f Sirt2 Slc25a35 Sox5 Spef2 Spred3 Srgap3 Ston2 Susd3 Sytl1 Themis Timd2 Tnfrsf8 Trerf1 Upp1 Vax2
Dach2	Th17_upOnly.txt	Th17_upOnly	1170	up	50	44	6.4428462565e-12	1.44899612309e-08	4930539E08Rik 5031414D18Rik Adam8 Adc Atp6v0d2 Atrnl1 Ccr1 Cd93 Cela1 Crispld2 Ctsf Cysltr2 Enpp2 Fgl2 Gatsl3 Gnb5 Gp49a Gpr141 Grina Grn Hif1a Hpcal4 Lama5 Lamc1 Lilrb4 Lmo2 Lzts1 Mcf2l Mctp2 Mocos Mrgpre Mylk Optc Pkp3 Rhoc Sh3pxd2b Slc44a5 Stmn4 Stom Tctex1d1 Thbd Ttc39c Upp1 Zcchc24
Bcl6b	Th17_downOnly.txt	Th17_downOnly	1248	up	58	45	7.32602867259e-12	1.6468912456e-08	5430427O19Rik Aim2 Arc Bco2 Cacna2d1 Casp3 Ccng1 Cd81 Chrm4 Cmtm7 Ddc Dhrs3 Dnase1l3 Dusp18 Eea1 Fgr Gata2 Gbp11 Gbp8 Ifi203 Igfbp7 Iqsec2 Krt222 Lin7a Mndal N4bp2l1 Napb Nid2 Otx1 Pcdhgc4 Phldb2 Phlpp1 Plcl1 Ppfibp2 Rimklb Sbf2 Slc11a1 Slc5a11 Sspo St3gal1 Tigit Tlr9 Tmem38b Tnfrsf13c Zfp280b
Batf	Th17_upOnly.txt	Th17_upOnly	1170	up	206	110	9.84878845145e-12	2.21302276504e-08	1700025G04Rik 5031414D18Rik Abat Acsl4 Adam19 Aim1 Anxa2 Arid5a Asb2 Atp2b4 Atrnl1 B4galnt4 Bmpr1a Car5b Cd93 Chm Ctla2a Ctla2b Ctla4 Cxcl3 Cyfip2 Cysltr1 Dgkg Dlg2 Dnajc6 Ebf1 Ehd4 Emb Emp1 F3 Fkbp11 Flot1 Frem2 Frmd4b Furin Gem Gfi1 Gfra1 Gja5 Gpr65 Gprc5a Gsn Hey1 Hif1a Hook2 Hvcn1 Ifitm3 Il10 Il17a Il1r1 Il21 Il23r Il24 Il9 Inhba Itga3 Itgb8 Kif5c Klhl6 Lamc1 Lamc2 Lpp Lpxn Mgst3 Mpp2 Myo10 Myo1h Ncs1 Ndst1 Npc2 Npr3 Otogl Padi3 Paqr8 Pde1a Pipox Piwil2 Pkhd1 Plcd4 Plod2 Pmepa1 Pml Pstpip1 Ptgfrn Rab39b Rapgef5 Rbpj Rorc Runx2 Sema4f Serpinf1 Slc24a3 Slc41a2 Slc4a8 Slco3a1 Sox5 Srgn Stoml1 Syn1 Tec Tgm2 Tmem88b Tnfrsf25 Trerf1 Tspan6 Tubb6 Txk Vim Wdr54 Zfp9
Tbx21	Th17_upOnly.txt	Th17_upOnly	1170	up	118	72	1.29608546118e-11	2.91100794581e-08	4930417O13Rik Abi3 Adap1 Adra2a Afap1 Agrp Aig1 Alpk2 B430306N03Rik B430319G15Rik Ccr5 Cd28 Cdh23 Chd7 Chmp4b Cnih3 Cxcr3 Cyfip2 Cyth4 D930020B18Rik Dlg2 Egln3 Emp1 Etv6 Flot1 Gad2 Gatm Gem Gja1 Gpr45 Gpr68 Hpcal4 Icam1 Ier3 Il12rb1 Il12rb2 Ildr1 Itga5 Kcnk7 Lta Ly6a Ly6c2 Ly6i Malt1 Ncs1 Nt5c1a Plcd4 Pls1 Plscr3 Ppm1j Prx Ptpn4 Ptprj Rassf1 Rbfox2 Rnh1 Rps6ka4 Sema6d Sema7a Smox Socs3 Stmn4 Stoml1 Syde2 Thbs3 Themis Tnfrsf8 Tns4 Tpbg Trib2 Wdr81 Zscan10
Prdm8	Th17_downOnly.txt	Th17_downOnly	1248	up	98	65	1.34122712936e-11	3.01105490541e-08	4933431E20Rik Akap2 Amph Antxr2 Apoh Apol10b Calcr Ccdc80 Ccl9 Cd70 Ces2d-ps Ckmt1 Cmtm8 Cnrip1 Cx3cl1 Ddit4l Dgki Dhrs3 Dlc1 Dtx4 Dusp14 Fam178b Fam20c Fam43a Fap Gm2762 Gpm6b Hdac9 Il1rap Itm2a Kcnk10 Kctd15 Klra2 Lgr5 Lhpp Lpar1 Lpl Mctp1 Morc4 Msrb3 Myo5b Ncald Nptx1 Osr2 Otx1 Papss2 Pde10a Penk Plxdc2 Prox1 Qprt Rassf10 Rpgrip1 Rtl1 Scg2 Sh3gl3 Siglec15 Slc7a8 Snx9 Spin4 Tln2 Tmem120b Tmem171 Tmem98 Twist1
Zfp9	Th17_upOnly.txt	Th17_upOnly	1170	up	50	39	1.59938728928e-11	3.58902507713e-08	2310007L24Rik 6430548M08Rik Abcc9 Adam8 B3galt2 Bcl2l15 Ccdc40 Cd200r1 Cisd3 Ermn Faim3 Fhod3 Gp49a Gpr3 Ifitm1 Il17a Il17f Il22 Il24 Lilrb4 Lum Mc2r Mmp10 Mrgpre Myo10 Nkain1 Nlrp3 Olfr175-ps1 Pik3r6 Pipox Plcd1 Sco1 Slc12a1 Stmn4 Tmprss6 Tnip3 Uchl1 Vash1 Zbtb7c
Irf5	Th17_downOnly.txt	Th17_downOnly	1248	up	163	95	1.62129198955e-11	3.63655793256e-08	2010002M12Rik 2900026A02Rik 4632434I11Rik 5430427O19Rik 8430427H17Rik Abcb1a Abcg2 Acsl6 Adck3 Ahnak Aim2 Alcam Alpk1 Angpt1 Ankrd33b Aqp4 Asf1a Cacna1s Casp3 Cd226 Cd44 Cd74 Cd80 Cdc14a Cdkl5 Celf2 Chrm4 Clec2i Ctss Cyth3 Dcxr Dock10 Dock4 F8 Fas Galm Gbp4 Gbp7 Gna15 Herc6 Icosl Ifih1 Il15 Isg20 Ispd Itpr1 Kcnk6 Lsp1 Lyn Mab21l3 Marcks Mnda Mndal N4bp2l1 Ncf1 Nebl Nostrin Notch2 Nrp1 Oas1c Papss2 Pde10a Pde7a Pla1a Popdc2 Psd3 Psme2 Ripk2 Rnf135 Rxra Samd9l Samsn1 Serpinb6b Slc18a1 Slc1a2 Slfn3 Sox6 Sp6 St14 Stap1 Ston1 Thrb Tmbim1 Tmem19 Trat1 Trim12c Trim14 Unc93b1 Wisp1 Wls Wnt10b Wscd2 Xaf1 Zfp362 Zfp945
Creb3l2	Th17_upOnly.txt	Th17_upOnly	1170	up	80	54	1.85962356625e-11	4.16927603553e-08	1600014C10Rik Acsl4 Adam15 Adarb1 Aplp1 Arid5a Atp6v0a1 Bdh2 C2cd4d Casp6 Cdh23 Clip3 Cln6 Cndp2 Cnih3 Crat Cyfip2 Dennd3 Efemp2 F730043M19Rik Fam129b Fam83g Flot1 Fosl2 Gprc5a Hemgn Icam1 Il2rb Il9 Itga3 Itga7 Lingo4 Mapk3 March9 Mcf2l Nucb2 Parp16 Pld2 Procr Pycr1 Rnh1 Sdcbp2 Sema4d Sema6b Serpinb1a Slc4a8 Smtn Spred3 Srgap3 Syn1 Tgfb3 Tubb6 Wdr81 Zfp575
Zfp629	Th17_upOnly.txt	Th17_upOnly	1170	up	86	57	1.94669835807e-11	4.36255102043e-08	2310007L24Rik 9530077C05Rik Aldh1b1 B4galnt4 Bcl2 Bend4 Ccr2 Ccr3 Cebpb Cul9 Cxcr4 Dlg2 Dnajc6 Dpf1 Epb4.1l1 Fgfr1 Fkbp11 Frs3 Gab1 Gadd45g Gja3 Gmfg Gp49a Gpnmb Hemgn Ikzf3 Krtcap2 Lamc1 Map4k5 Mpp3 Nanos3 Nkd2 Npl Nt5c1a Nynrin Odf3b Palm Pdlim4 Ppp1r1b Rcor2 Sepw1 Sipa1l2 Sirt4 Spred3 Srgn Stard10 Ston2 Syngr1 Syt13 Tbc1d16 Tcf7l1 Tmcc3 Tmem136 Vash1 Ypel4 Zcchc24 Zfp580
Aebp2	Th17_downOnly.txt	Th17_downOnly	1248	down	77	54	2.72769584697e-11	6.11003869722e-08	2900026A02Rik Abcg2 Abcg3 Apobec2 Arhgef3 Arhgef6 Atp8b4 B4galnt1 Boc Bspry Ccl3 Ccl9 Cd160 Cd96 Chn2 Clec2i Cnksr3 Decr1 Dock10 Ephx1 Evi2a Ifi203 Il9r Ipcef1 Itga4 Itih5 Klf3 Lad1 Lrp11 Lypd6b Mcoln3 Mndal Ms4a4c Myo1e Nod1 Nrgn Nrp1 Nsg2 Nt5dc1 Parp8 Pigr Ptpre Pts Ryr2 Samd9l Sema4c Sepp1 Tnfrsf19 Tnfsf11 Tnni1 Tox Trim14 Wls Zdhhc15
