	Batf	Etv6	Fosl2	Hif1a	Irf4	Maf	Nfe2l2	Rorc	Stat3
Rps6ka3	15.0	0	7.0	2.0	8.0	9.0	1.0	4.0	7.0
Rps6ka4	4.0	0	4.0	1.0	0	3.0	0	0	0
Rps6ka5	22.0	0	12.0	0	6.0	6.0	0	1.0	1.0
Rps6kb1	4.0	2.0	2.0	2.0	3.0	1.0	0	1.0	2.0
Rps6kb2	5.0	1.0	1.0	1.0	5.0	2.0	2.0	1.0	0
Rps6kc1	5.0	0	4.0	0	2.0	2.0	0	1.0	0
Rps6kl1	0	0	0	0	0	0	3.0	0	0
Rps7	3.0	2.0	2.0	1.0	3.0	3.0	1.0	1.0	2.0
Rps8	1.0	2.0	2.0	1.0	3.0	4.0	0	2.0	1.0
Rps9	10.0	2.0	6.0	1.0	6.0	5.0	0	1.0	1.0
Rpsa	6.0	2.0	4.0	2.0	4.0	6.0	0	0	1.0
Rptoros	3.0	0	2.0	0	1.0	2.0	0	1.0	1.0
Rpusd1	2.0	0	0	0	0	0	0	0	0
Rpusd2	6.0	1.0	5.0	1.0	5.0	0	0	1.0	0
Rpusd3	2.0	0	0	0	0	0	0	0	0
Rpusd4	2.0	1.0	2.0	0	1.0	0	0	0	2.0
Rqcd1	4.0	0	2.0	3.0	3.0	3.0	0	1.0	3.0
Rrad	8.0	0	5.0	0	5.0	1.0	0	0	1.0
Rraga	3.0	2.0	1.0	2.0	3.0	2.0	0	1.0	0
Rragb	1.0	0	0	0	1.0	0	0	0	0
Rragc	4.0	0	4.0	0	2.0	0	0	0	0
Rragd	12.0	1.0	5.0	0	6.0	2.0	1.0	0	0
Rras	0	2.0	2.0	0	0	0	1.0	0	0
Rras2	21.0	0	12.0	1.0	8.0	8.0	0	4.0	4.0
Rrbp1	9.0	0	0	1.0	2.0	1.0	0	0	2.0
Rreb1	8.0	0	4.0	0	1.0	0	0	2.0	3.0
Rrh	3.0	2.0	2.0	1.0	2.0	0	0	0	0
Rrm1	2.0	0	1.0	0	3.0	1.0	10.0	1.0	1.0
Rrm2	6.0	5.0	4.0	0	3.0	4.0	0	1.0	0
Rrm2b	11.0	0	4.0	1.0	2.0	3.0	0	0	0
Rrn3	1.0	3.0	1.0	2.0	2.0	1.0	0	1.0	2.0
Rrnad1	2.0	2.0	1.0	1.0	3.0	2.0	2.0	0	0
Rrp1	15.0	1.0	11.0	1.0	6.0	3.0	3.0	0	0
Rrp12	8.0	2.0	2.0	0	5.0	2.0	0	1.0	4.0
Rrp15	4.0	2.0	0	0	3.0	0	0	1.0	0
Rrp1b	14.0	0	8.0	0	6.0	4.0	0	1.0	8.0
Rrp36	2.0	3.0	0	2.0	0	0	0	0	0
Rrp7a	0	0	0	0	2.0	0	0	0	0
Rrp8	6.0	4.0	1.0	2.0	4.0	1.0	1.0	0	0
Rrp9	5.0	0	3.0	0	3.0	3.0	0	0	0
Rrs1	3.0	2.0	2.0	0	1.0	0	0	0	0
Rs1	2.0	0	0	0	1.0	0	0	1.0	0
Rsad1	3.0	0	2.0	2.0	3.0	1.0	0	2.0	0
Rsad2	2.0	0	3.0	0	0	2.0	0	0	0
Rsbn1	18.0	4.0	8.0	4.0	11.0	5.0	0	4.0	0
Rsbn1l	15.0	2.0	9.0	2.0	8.0	4.0	0	0	1.0
Rsf1	20.0	2.0	7.0	2.0	7.0	4.0	0	4.0	0
Rsf1 	5.0	0	1.0	0	4.0	3.0	0	3.0	0
Rsf1os1	13.0	0	5.0	0	1.0	2.0	0	3.0	0
Rsf1os2 	5.0	2.0	1.0	2.0	2.0	1.0	0	0	0
Rsg1	3.0	0	0	0	2.0	2.0	0	0	0
Rsl1	3.0	1.0	0	0	3.0	1.0	0	0	0
Rsl1d1	0	2.0	3.0	1.0	1.0	0	1.0	0	0
Rsl24d1	4.0	2.0	2.0	0	2.0	0	0	0	0
Rslcan18	3.0	0	4.0	0	2.0	2.0	0	0	0
Rsph1	6.0	0	3.0	0	0	0	0	0	0
Rsph10b 	0	0	2.0	0	0	0	0	0	0
Rsph3a	6.0	2.0	2.0	2.0	4.0	4.0	0	2.0	5.0
Rsph3b	1.0	2.0	0	0	1.0	0	0	0	0
Rsph6a	1.0	2.0	2.0	0	0	2.0	2.0	1.0	0
Rspo2	4.0	0	2.0	0	0	0	0	0	0
Rspry1	11.0	2.0	4.0	0	3.0	7.0	0	2.0	0
Rspry1 	3.0	2.0	1.0	0	0	2.0	0	0	0
Rsrc1	9.0	0	4.0	0	5.0	2.0	0	0	0
Rsrc2	5.0	2.0	2.0	1.0	5.0	1.0	0	0	4.0
Rsrp1	14.0	4.0	11.0	5.0	8.0	8.0	0	1.0	6.0
Rsu1	5.0	0	1.0	0	0	0	0	0	0
Rtbdn	0	0	2.0	0	0	0	0	0	0
Rtca	3.0	2.0	2.0	0	4.0	3.0	0	1.0	0
Rtcb	1.0	0	0	2.0	2.0	1.0	1.0	1.0	0
Rtel1	4.0	2.0	2.0	0	2.0	4.0	1.0	0	0
Rtf1	4.0	0	2.0	0	1.0	2.0	0	1.0	0
Rtfdc1	7.0	2.0	2.0	2.0	6.0	0	0	2.0	1.0
Rtkn	6.0	0	10.0	2.0	3.0	2.0	0	1.0	1.0
Rtkn2	19.0	0	7.0	0	10.0	3.0	0	1.0	7.0
Rtn2	6.0	0	2.0	0	2.0	0	0	1.0	2.0
Rtn3	4.0	0	3.0	0	4.0	3.0	0	0	1.0
Rtn4	0	0	0	0	0	0	0	0	1.0
Rtn4ip1	7.0	0	5.0	0	3.0	2.0	0	0	0
Rtn4rl1	16.0	0	12.0	0	12.0	2.0	0	2.0	0
Rtn4rl2	2.0	0	2.0	1.0	0	4.0	0	0	0
Rtp3	1.0	2.0	0	0	2.0	0	0	0	0
Rtp4	0	0	0	0	2.0	1.0	0	0	0
Rttn	2.0	0	2.0	0	0	0	0	0	0
Rubcn	1.0	0	2.0	0	1.0	0	0	0	0
Rubie	2.0	0	2.0	0	0	0	0	0	0
Rufy1	9.0	0	6.0	1.0	5.0	7.0	0	7.0	4.0
Rufy2	1.0	0	0	0	3.0	0	0	0	0
Rufy3	0	0	2.0	0	0	0	0	0	0
Rufy4	9.0	0	6.0	0	4.0	2.0	0	1.0	1.0
Rundc1	10.0	3.0	6.0	2.0	3.0	4.0	0	3.0	0
Rundc3a	3.0	4.0	1.0	1.0	4.0	0	0	2.0	0
Rundc3b	5.0	0	4.0	1.0	2.0	2.0	0	2.0	3.0
Runx1	7.0	1.0	3.0	3.0	8.0	5.0	0	3.0	4.0
Runx2	48.0	0	26.0	0	31.0	18.0	0	10.0	7.0
Runx3	3.0	0	2.0	2.0	3.0	3.0	1.0	0	1.0
Rusc1	0	0	2.0	2.0	3.0	0	0	0	2.0
Rusc2	5.0	0	2.0	0	4.0	3.0	0	0	0
Ruvbl1	3.0	2.0	1.0	0	3.0	2.0	3.0	0	0
Ruvbl2	4.0	2.0	3.0	2.0	2.0	0	1.0	0	0
Rwdd1	5.0	0	1.0	1.0	3.0	1.0	0	0	4.0
Rwdd2a	1.0	0	0	0	0	0	0	0	0
Rwdd2b	2.0	4.0	0	0	4.0	2.0	0	0	1.0
Rwdd3	0	0	0	0	2.0	0	0	1.0	0
Rwdd4a	4.0	2.0	2.0	0	2.0	0	0	0	0
Rxfp1	7.0	0	4.0	1.0	2.0	2.0	0	1.0	1.0
Rxra	7.0	0	5.0	0	4.0	4.0	3.0	0	0
Rxrb	7.0	5.0	2.0	1.0	5.0	2.0	1.0	3.0	3.0
Rybp	24.0	0	11.0	0	10.0	5.0	0	1.0	5.0
Ryk	4.0	0	2.0	0	0	4.0	0	0	0
Ryr1	3.0	0	0	0	1.0	0	0	0	0
Ryr2	4.0	0	1.0	0	1.0	0	0	0	0
S100a1	1.0	0	0	0	2.0	0	0	0	0
S100a10	22.0	0	13.0	0	11.0	10.0	2.0	3.0	4.0
S100a11	6.0	0	5.0	1.0	0	0	0	1.0	0
S100a13	2.0	0	0	0	2.0	0	0	0	0
S100a14	1.0	0	0	0	0	0	0	0	0
S100a16	2.0	0	4.0	0	0	0	0	0	0
S100a2	18.0	0	10.0	1.0	10.0	6.0	0	2.0	2.0
S100a3	17.0	0	12.0	0	5.0	3.0	0	1.0	0
S100a4	12.0	0	9.0	0	3.0	3.0	0	1.0	0
S100a5	8.0	0	8.0	0	3.0	3.0	0	1.0	0
S100a6	8.0	0	6.0	0	3.0	3.0	0	1.0	0
S100b	0	0	3.0	0	0	0	0	0	0
S100pbp	3.0	2.0	2.0	2.0	3.0	2.0	1.0	1.0	2.0
S100z	2.0	0	2.0	0	0	0	0	0	0
S1pr1	10.0	3.0	2.0	1.0	7.0	5.0	0	3.0	6.0
S1pr2	12.0	0	8.0	0	5.0	5.0	0	4.0	0
S1pr3	0	0	2.0	0	0	2.0	0	0	0
S1pr4	8.0	1.0	4.0	4.0	2.0	1.0	0	3.0	0
S1pr5	3.0	0	2.0	1.0	3.0	4.0	3.0	0	2.0
Saa1	4.0	0	3.0	0	1.0	1.0	0	0	0
Saa2	2.0	0	2.0	0	1.0	1.0	0	0	0
Saa3	3.0	0	0	2.0	3.0	1.0	1.0	1.0	1.0
Saa4	2.0	0	1.0	0	0	0	0	0	0
Saal1	3.0	0	0	2.0	3.0	1.0	1.0	1.0	1.0
Sac3d1	2.0	1.0	3.0	2.0	5.0	2.0	0	1.0	0
Sacm1l	19.0	0	10.0	0	8.0	8.0	0	5.0	0
Sae1	30.0	0	19.0	0	16.0	6.0	1.0	1.0	4.0
Safb	1.0	0	0	2.0	1.0	1.0	0	0	0
Sag	4.0	1.0	4.0	0	3.0	4.0	0	0	2.0
Sall2	9.0	2.0	5.0	0	3.0	0	0	0	0
Sall3	2.0	0	0	0	1.0	0	0	2.0	0
Sall4	2.0	0	0	0	1.0	1.0	0	0	0
Samd1	3.0	0	2.0	1.0	2.0	4.0	1.0	0	0
Samd10	2.0	2.0	3.0	0	1.0	0	0	0	1.0
Samd11	0	0	0	0	0	2.0	3.0	0	0
Samd12	23.0	0	19.0	0	8.0	9.0	0	4.0	1.0
Samd14	0	0	0	0	0	0	0	0	1.0
Samd15	5.0	0	4.0	0	2.0	0	0	0	0
Samd3	8.0	0	3.0	0	2.0	2.0	0	1.0	2.0
Samd4	1.0	0	0	0	0	0	0	0	0
Samd4b	3.0	0	2.0	0	2.0	2.0	0	0	0
Samd8	3.0	2.0	4.0	0	0	0	0	0	0
Samd9l	2.0	0	0	0	1.0	0	0	0	0
Samhd1	21.0	0	7.0	0	14.0	12.0	1.0	0	6.0
Samm50	1.0	2.0	0	1.0	2.0	0	1.0	0	0
Samsn1	14.0	2.0	5.0	0	5.0	3.0	0	2.0	3.0
Sap130	7.0	0	3.0	0	3.0	3.0	0	0	0
Sap18	0	0	0	2.0	1.0	0	0	0	0
Sap30	9.0	0	4.0	3.0	3.0	3.0	0	1.0	0
Sap30bp	5.0	2.0	4.0	0	3.0	3.0	0	0	0
Sap30l	4.0	2.0	2.0	0	2.0	4.0	0	0	0
Sapcd1	2.0	0	2.0	0	0	0	0	0	0
Sapcd2	2.0	0	1.0	1.0	0	1.0	0	1.0	0
Sar1a	2.0	2.0	3.0	0	2.0	0	0	0	0
Sar1b	10.0	4.0	5.0	3.0	10.0	6.0	0	3.0	2.0
Saraf	17.0	5.0	10.0	3.0	9.0	8.0	2.0	1.0	5.0
Sardh	3.0	0	0	0	0	0	0	0	0
Sarm1	3.0	0	4.0	0	2.0	0	0	0	0
Sarnp	1.0	0	0	0	1.0	0	0	1.0	0
Sars	5.0	0	2.0	2.0	0	0	5.0	0	0
Sars2	0	0	2.0	0	1.0	2.0	0	0	0
Sart1	1.0	3.0	0	1.0	4.0	0	0	1.0	0
Sart3	5.0	1.0	2.0	3.0	5.0	0	0	1.0	0
Sash1	5.0	0	4.0	0	2.0	0	0	2.0	0
Sash3	18.0	0	7.0	4.0	14.0	7.0	1.0	1.0	0
Sass6	8.0	2.0	4.0	0	4.0	5.0	0	1.0	1.0
Sat1	6.0	0	3.0	0	3.0	2.0	0	0	3.0
Sat2	1.0	0	0	0	1.0	0	0	0	0
Satb1	31.0	0	10.0	11.0	21.0	24.0	9.0	4.0	1.0
Satb2	0	0	2.0	0	0	0	0	1.0	0
Sav1	5.0	0	2.0	2.0	2.0	1.0	0	0	1.0
Saxo2	5.0	2.0	3.0	0	3.0	0	0	1.0	1.0
Saysd1	7.0	2.0	3.0	2.0	6.0	4.0	0	1.0	4.0
Sbds	4.0	2.0	2.0	0	2.0	0	0	0	0
Sbf1	5.0	0	3.0	0	3.0	1.0	1.0	1.0	0
Sbf2	2.0	0	2.0	0	0	0	0	0	0
Sbk1	16.0	0	9.0	0	8.0	5.0	0	6.0	1.0
Sbk2	0	0	4.0	0	0	0	0	0	0
Sbk3	0	0	4.0	0	0	0	0	0	0
Sbno1	8.0	0	8.0	0	4.0	3.0	0	1.0	0
Sbno2	0	1.0	0	2.0	1.0	0	1.0	0	0
Sbpl	3.0	0	2.0	0	0	0	0	0	1.0
Sbspon	2.0	0	0	0	0	0	0	0	0
Sc5d	8.0	0	7.0	1.0	0	1.0	0	1.0	0
Scaf1	2.0	2.0	4.0	0	0	0	1.0	0	0
Scaf11	0	0	1.0	0	0	0	2.0	0	0
Scaf8	8.0	0	6.0	0	4.0	7.0	0	1.0	1.0
Scai	4.0	0	3.0	0	1.0	1.0	0	0	0
Scamp2	10.0	1.0	8.0	2.0	3.0	3.0	0	0	0
Scamp3	0	1.0	2.0	2.0	2.0	3.0	0	0	5.0
Scamp4	3.0	2.0	2.0	0	2.0	6.0	0	1.0	1.0
Scamp5	7.0	1.0	2.0	0	2.0	0	2.0	0	0
Scand1	2.0	2.0	4.0	1.0	2.0	1.0	0	1.0	0
Scap	4.0	0	2.0	0	3.0	0	0	0	0
Scaper	5.0	0	1.0	0	0	1.0	0	0	0
Scara5	5.0	0	2.0	0	0	0	0	0	0
Scarb1	3.0	0	3.0	0	3.0	1.0	0	0	0
Scarb2	20.0	2.0	12.0	2.0	15.0	7.0	0	2.0	2.0
Scarf1	3.0	0	6.0	2.0	2.0	6.0	7.0	0	0
Scarf2	0	0	0	0	1.0	0	0	0	0
Scarletltr	2.0	0	2.0	0	0	1.0	0	0	0
Scarna10	2.0	2.0	1.0	1.0	1.0	1.0	3.0	0	4.0
Scarna13	5.0	2.0	3.0	3.0	3.0	4.0	0	0	4.0
Scarna17	4.0	0	3.0	1.0	3.0	3.0	0	0	0
Scarna2	7.0	4.0	4.0	1.0	7.0	5.0	1.0	3.0	2.0
Scarna3b	3.0	0	2.0	0	0	0	0	0	0
Scarna8	0	0	1.0	2.0	0	0	0	0	0
Scarna9	5.0	0	2.0	0	0	2.0	0	0	0
Sccpdh	2.0	0	0	2.0	0	0	0	0	0
Scd1	10.0	2.0	5.0	0	4.0	3.0	1.0	1.0	2.0
Scd2	8.0	5.0	6.0	4.0	9.0	8.0	6.0	2.0	0
Scd3	2.0	0	2.0	2.0	3.0	2.0	0	0	0
Scd4	2.0	0	2.0	0	0	0	0	0	0
Scel	2.0	0	8.0	0	0	0	0	1.0	0
Scfd1	3.0	2.0	2.0	0	2.0	1.0	0	0	0
Scfd2	6.0	1.0	2.0	1.0	2.0	2.0	0	0	0
Scg3	1.0	0	0	0	0	0	0	1.0	0
Scg5	4.0	0	0	0	1.0	0	0	0	0
Scgb1a1	3.0	0	2.0	0	0	2.0	0	0	0
Scgb1c1	2.0	2.0	3.0	1.0	1.0	2.0	0	0	0
Scgb3a1	0	0	0	0	0	0	0	0	2.0
Scgn	2.0	0	1.0	0	0	0	0	0	0
Schip1	3.0	0	2.0	0	1.0	2.0	0	0	0
Scimp	13.0	0	8.0	0	8.0	9.0	0	2.0	3.0
Scin	2.0	0	3.0	0	0	0	0	0	0
Scly	3.0	0	2.0	0	0	2.0	0	0	0
Scml4	2.0	0	2.0	0	1.0	0	0	0	0
Scn11a	3.0	0	4.0	0	0	2.0	0	1.0	0
Scn1b	6.0	0	4.0	0	6.0	4.0	3.0	2.0	0
Scn2b	1.0	0	0	0	1.0	0	0	0	0
Scn4a	0	0	1.0	0	0	0	0	0	0
Scn4b	3.0	0	4.0	0	0	0	0	0	1.0
Scn8a	1.0	0	0	0	0	0	0	0	0
Scnm1	5.0	2.0	1.0	1.0	5.0	2.0	0	0	3.0
Scnn1a	3.0	0	2.0	0	0	1.0	0	2.0	0
Sco1	8.0	3.0	7.0	2.0	4.0	5.0	0	1.0	6.0
Sco2	1.0	2.0	0	1.0	3.0	1.0	0	1.0	0
Scoc	0	0	1.0	0	0	0	0	0	0
Scp2	9.0	0	8.0	3.0	4.0	3.0	1.0	2.0	6.0
Scpep1	7.0	0	5.0	0	2.0	2.0	0	0	0
Scrg1	6.0	0	2.0	1.0	2.0	3.0	0	1.0	0
Scrib	2.0	0	2.0	0	3.0	1.0	2.0	1.0	0
Scrn1	3.0	0	0	0	0	0	0	0	0
Scrn2	4.0	2.0	3.0	0	4.0	1.0	0	1.0	0
Scrn3	1.0	2.0	0	0	0	2.0	0	0	0
Scrt1	5.0	2.0	4.0	4.0	3.0	6.0	0	4.0	5.0
Scrt2	4.0	0	4.0	0	1.0	3.0	4.0	3.0	0
Sctr	0	0	0	0	0	4.0	0	0	0
Scube1	6.0	0	4.0	0	4.0	1.0	0	0	1.0
Scube2	4.0	0	2.0	0	0	0	0	0	0
Scube3	3.0	0	2.0	1.0	1.0	0	0	2.0	0
Scx	0	0	0	0	0	0	1.0	0	0
Scyl1	1.0	0	0	1.0	1.0	0	0	0	0
Sdad1	2.0	2.0	1.0	2.0	2.0	1.0	0	0	0
Sdc3	4.0	0	2.0	0	3.0	3.0	0	0	2.0
Sdc4	2.0	0	2.0	1.0	0	1.0	0	2.0	0
Sdcbp	4.0	0	5.0	0	1.0	0	0	0	1.0
Sdcbp2	15.0	0	12.0	0	11.0	9.0	0	4.0	3.0
Sdccag3	1.0	4.0	2.0	2.0	1.0	0	2.0	0	0
Sdccag8	17.0	2.0	8.0	2.0	9.0	8.0	0	5.0	3.0
Sde2	5.0	2.0	6.0	2.0	4.0	2.0	1.0	2.0	7.0
Sdf2	8.0	2.0	4.0	0	1.0	3.0	2.0	1.0	0
Sdf2l1	6.0	0	2.0	1.0	9.0	2.0	1.0	0	0
Sdf4	15.0	2.0	7.0	5.0	7.0	7.0	6.0	6.0	10.0
Sdha	5.0	2.0	4.0	1.0	5.0	1.0	2.0	1.0	0
Sdhaf1	8.0	2.0	2.0	2.0	2.0	2.0	0	0	0
Sdhaf2	4.0	2.0	1.0	0	1.0	0	1.0	0	0
Sdhaf3	2.0	2.0	1.0	0	2.0	2.0	0	1.0	0
Sdhaf4	1.0	0	1.0	0	0	0	0	0	0
Sdhb	1.0	2.0	0	0	1.0	2.0	0	0	1.0
Sdhc	3.0	2.0	2.0	0	0	1.0	0	0	0
Sdhd	6.0	2.0	2.0	0	4.0	3.0	2.0	2.0	2.0
Sdk2	0	0	1.0	0	0	0	0	0	0
Sdr39u1	6.0	2.0	6.0	2.0	2.0	4.0	0	2.0	0
Sdr9c7	0	0	1.0	0	0	1.0	0	0	0
Sebox	0	2.0	1.0	1.0	1.0	1.0	0	0	0
Sec1	2.0	0	0	0	2.0	0	0	1.0	0
Sec11a	6.0	2.0	2.0	2.0	1.0	2.0	0	0	0
Sec11c	9.0	0	5.0	0	6.0	1.0	0	0	0
Sec13	3.0	2.0	0	2.0	3.0	0	0	1.0	0
Sec14l1	3.0	0	5.0	0	1.0	5.0	0	2.0	1.0
Sec14l2	0	0	0	2.0	3.0	1.0	0	0	0
Sec14l5	0	0	0	0	0	0	0	1.0	0
Sec16a	3.0	0	0	1.0	1.0	0	0	0	0
Sec22a	4.0	0	0	1.0	0	2.0	0	0	0
Sec22b	2.0	2.0	2.0	0	3.0	2.0	0	1.0	1.0
Sec22c	14.0	2.0	8.0	0	6.0	4.0	0	2.0	1.0
Sec23a	3.0	3.0	0	0	7.0	0	1.0	1.0	1.0
Sec23b	3.0	0	2.0	1.0	5.0	2.0	0	0	2.0
Sec23ip	1.0	0	3.0	0	0	0	0	0	0
Sec24a	1.0	0	2.0	0	0	0	0	0	0
Sec24c	7.0	2.0	4.0	3.0	5.0	3.0	1.0	0	0
Sec24d	5.0	0	2.0	0	0	2.0	0	0	0
Sec31a	3.0	0	2.0	0	2.0	1.0	0	2.0	1.0
Sec31b	1.0	1.0	0	0	2.0	1.0	0	1.0	0
Sec61a1	6.0	2.0	2.0	1.0	2.0	1.0	4.0	0	0
Sec61a2	0	0	0	1.0	0	0	0	0	0
Sec61b	2.0	1.0	0	2.0	0	2.0	0	0	0
Sec61g	3.0	2.0	1.0	2.0	3.0	1.0	0	0	1.0
Sec62	3.0	1.0	2.0	0	2.0	1.0	0	0	0
Sec63	13.0	0	9.0	1.0	7.0	2.0	0	0	1.0
Secisbp2	2.0	0	2.0	0	0	1.0	0	0	0
Secisbp2l	3.0	0	4.0	0	2.0	2.0	0	0	1.0
Sectm1a	6.0	0	4.0	0	3.0	0	0	0	0
Sectm1b	2.0	0	5.0	0	2.0	0	0	0	0
Seh1l	10.0	3.0	8.0	2.0	6.0	4.0	1.0	3.0	0
Sel1l	4.0	0	6.0	0	1.0	2.0	1.0	0	0
Sel1l2	1.0	0	0	0	0	0	0	2.0	0
Sele	5.0	0	2.0	0	3.0	2.0	0	0	0
Selenbp1	5.0	0	0	0	3.0	1.0	0	0	0
Selk	3.0	2.0	2.0	0	1.0	2.0	0	0	0
Sell	18.0	0	8.0	0	13.0	6.0	0	4.0	6.0
Selm	2.0	0	2.0	0	0	1.0	0	2.0	0
Selo	6.0	2.0	2.0	0	0	0	0	1.0	0
Selp	7.0	0	4.0	0	4.0	4.0	0	3.0	8.0
Selplg	9.0	0	6.0	0	6.0	4.0	3.0	6.0	4.0
Selt	2.0	2.0	1.0	2.0	2.0	1.0	0	1.0	4.0
Sema3b	6.0	0	4.0	4.0	3.0	2.0	2.0	2.0	3.0
Sema3d	1.0	0	0	0	1.0	0	0	0	0
Sema3f	0	0	3.0	0	0	2.0	0	0	1.0
Sema3g	1.0	0	0	0	1.0	0	0	0	0
Sema4a	10.0	0	9.0	0	4.0	5.0	0	1.0	2.0
Sema4b	14.0	0	7.0	0	5.0	7.0	0	3.0	0
Sema4c	0	0	2.0	0	2.0	3.0	0	0	0
Sema4d	18.0	0	14.0	1.0	9.0	14.0	2.0	0	2.0
Sema4f	21.0	0	13.0	1.0	9.0	12.0	1.0	7.0	11.0
Sema4g	3.0	2.0	1.0	2.0	2.0	0	0	0	4.0
Sema6b	3.0	0	5.0	0	0	1.0	0	1.0	2.0
Sema6d	2.0	0	1.0	0	0	1.0	0	0	0
Sema7a	18.0	0	12.0	0	10.0	7.0	2.0	4.0	9.0
Senp1	11.0	2.0	7.0	0	7.0	5.0	0	5.0	1.0
Senp3	7.0	5.0	5.0	5.0	6.0	6.0	0	2.0	0
Sep15	15.0	1.0	7.0	0	3.0	5.0	2.0	0	1.0
Sephs1	6.0	0	2.0	0	4.0	3.0	0	2.0	1.0
Sephs2	7.0	1.0	4.0	0	1.0	0	0	1.0	0
Sepn1	2.0	2.0	5.0	0	0	2.0	0	0	0
Sepp1	1.0	0	2.0	0	2.0	2.0	0	0	0
Sepsecs	6.0	0	2.0	1.0	1.0	0	0	0	0
Sept1	2.0	0	4.0	2.0	2.0	2.0	3.0	0	0
Sept10	2.0	2.0	1.0	0	1.0	2.0	0	1.0	0
Sept11	2.0	0	0	0	0	0	3.0	0	0
Sept14	2.0	1.0	0	0	1.0	0	0	0	0
Sept2	8.0	1.0	3.0	2.0	3.0	0	1.0	1.0	0
Sept3	3.0	0	2.0	0	0	0	0	0	0
Sept4	2.0	2.0	2.0	0	0	5.0	0	0	0
Sept5	0	0	0	0	1.0	1.0	0	1.0	1.0
Sept6	32.0	5.0	19.0	1.0	13.0	9.0	0	1.0	4.0
Sept7	1.0	0	0	0	0	0	2.0	0	0
Sept8	0	0	0	0	0	2.0	0	0	0
Sept9	21.0	4.0	16.0	3.0	13.0	14.0	5.0	5.0	6.0
Sepw1	6.0	0	3.0	3.0	4.0	2.0	0	2.0	4.0
Serac1	3.0	0	2.0	1.0	0	0	0	0	0
Serbp1	3.0	2.0	2.0	3.0	4.0	1.0	8.0	2.0	1.0
Serf1	6.0	1.0	1.0	0	3.0	1.0	0	3.0	0
Serf2	5.0	2.0	6.0	2.0	3.0	2.0	0	3.0	0
Sergef	1.0	0	5.0	0	1.0	0	0	0	0
Serhl	1.0	2.0	0	0	3.0	0	0	0	0
Serinc1	6.0	2.0	4.0	1.0	4.0	1.0	0	1.0	0
Serinc3	4.0	3.0	0	1.0	2.0	4.0	5.0	0	0
Serinc4	6.0	2.0	6.0	2.0	3.0	2.0	0	3.0	0
Serinc5	21.0	2.0	10.0	0	9.0	10.0	0	4.0	4.0
Serp1	1.0	2.0	0	2.0	1.0	2.0	0	0	0
Serp2	2.0	1.0	0	0	1.0	1.0	0	0	0
Serpina3a	4.0	0	2.0	0	0	0	0	0	0
Serpina3b	2.0	0	2.0	0	0	0	0	0	0
Serpina3f	6.0	0	2.0	0	1.0	0	0	2.0	0
Serpina3g	2.0	0	0	0	0	0	0	0	0
Serpina3h	2.0	0	2.0	0	1.0	0	0	0	0
Serpina3i	4.0	0	4.0	0	1.0	0	0	0	0
Serpina3n	2.0	0	2.0	0	0	0	0	0	0
Serpina4-ps1	3.0	0	2.0	0	1.0	2.0	0	2.0	1.0
Serpina9	2.0	0	2.0	0	0	2.0	0	0	0
Serpinb1a	4.0	0	6.0	0	2.0	0	0	1.0	0
Serpinb1b	6.0	0	2.0	0	3.0	2.0	0	1.0	1.0
Serpinb1c	5.0	0	0	0	2.0	0	0	0	0
Serpinb5	2.0	0	1.0	0	1.0	3.0	0	0	2.0
Serpinb6a	1.0	0	0	0	0	2.0	0	0	0
Serpinb6b	7.0	0	6.0	0	8.0	5.0	0	0	1.0
Serpinb9	7.0	0	5.0	0	4.0	3.0	0	0	4.0
Serpinb9c	5.0	0	4.0	0	2.0	0	0	0	0
Serpinc1	5.0	0	2.0	0	1.0	2.0	0	1.0	0
Serpind1	2.0	0	2.0	0	0	0	0	0	0
Serpine1	11.0	0	9.0	2.0	3.0	4.0	0	2.0	1.0
Serpine2	4.0	0	2.0	0	3.0	2.0	0	0	0
Serpinf1	12.0	0	9.0	2.0	6.0	7.0	0	1.0	4.0
Serpinf2	3.0	0	4.0	2.0	2.0	2.0	0	0	0
Serping1	2.0	0	0	0	1.0	2.0	0	0	1.0
Serpini1	2.0	2.0	2.0	0	1.0	0	0	0	3.0
Sertad1	4.0	0	2.0	4.0	6.0	4.0	0	1.0	3.0
Sertad3	5.0	0	6.0	3.0	6.0	2.0	0	0	0
Sertad4	0	0	1.0	0	1.0	0	0	0	0
Sesn1	11.0	1.0	4.0	0	5.0	6.0	0	0	0
Sesn2	8.0	0	4.0	1.0	4.0	7.0	0	1.0	1.0
Sesn3	14.0	2.0	12.0	1.0	10.0	7.0	2.0	1.0	4.0
Sestd1	20.0	0	15.0	0	9.0	8.0	0	3.0	3.0
Set	9.0	2.0	4.0	3.0	7.0	4.0	2.0	1.0	2.0
Setbp1	18.0	0	7.0	0	8.0	8.0	0	2.0	5.0
Setd1a	1.0	0	4.0	1.0	3.0	1.0	0	2.0	0
Setd1b	0	0	0	0	0	1.0	0	0	0
Setd3	14.0	0	4.0	0	2.0	2.0	0	0	0
Setd4	9.0	1.0	5.0	0	4.0	3.0	0	1.0	3.0
Setd7	13.0	0	8.0	1.0	7.0	4.0	0	1.0	0
Setd8	1.0	2.0	0	0	2.0	5.0	0	0	0
Setdb1	2.0	2.0	2.0	0	1.0	3.0	0	1.0	0
Setdb2	11.0	1.0	8.0	0	5.0	1.0	0	1.0	0
