Regulator	Target	Weight	stroke
Etv6	Gpatch3	-1.7028	rgb(125,161,233)
Fosl2	Gpatch4	-1.6086	rgb(130,164,232)
Hif1a	Gpi1	1.9303	rgb(222,125,126)
Irf4	Gpm6b	-1.7158	rgb(124,160,233)
Batf	Gpr132	1.8433	rgb(222,129,130)
Irf4	Gpr132	1.9745	rgb(222,123,124)
Fosl2	Gpr132	1.9075	rgb(222,126,127)
Hif1a	Gpr132	1.7142	rgb(222,135,136)
Rorc	Gpr146	-1.8481	rgb(117,156,235)
Fosl2	Gpr146	1.6739	rgb(222,137,138)
Hif1a	Gpr146	1.8126	rgb(222,130,131)
Batf	Gpr15	1.9814	rgb(222,122,123)
Irf4	Gpr15	1.986	rgb(222,122,123)
Maf	Gpr15	-1.9544	rgb(111,152,236)
Rorc	Gpr15	-1.7206	rgb(124,160,233)
Fosl2	Gpr15	-1.9427	rgb(112,153,235)
Batf	Gpr171	-1.8945	rgb(114,154,235)
Stat3	Gpr171	1.5277	rgb(221,144,145)
Batf	Gpr174	1.8525	rgb(222,128,129)
Maf	Gpr174	-1.8186	rgb(118,157,234)
Rorc	Gpr18	-1.9119	rgb(113,154,235)
Fosl2	Gpr18	1.9358	rgb(222,124,125)
Maf	Gpr183	-1.8864	rgb(115,155,235)
Stat3	Gpr183	1.8828	rgb(222,127,128)
Rorc	Gpr183	1.9563	rgb(222,123,124)
Hif1a	Gpr183	1.9015	rgb(222,126,127)
Stat3	Gpr25	-1.5109	rgb(135,167,231)
Batf	Gpr55	-1.9762	rgb(110,152,236)
Batf	Gpr65	1.9263	rgb(222,125,126)
Irf4	Gpr65	1.9624	rgb(222,123,124)
Stat3	Gpr65	1.9339	rgb(222,125,126)
Batf	Gpr68	1.9812	rgb(222,122,123)
Irf4	Gpr68	1.9593	rgb(222,123,124)
Maf	Gpr68	-1.9737	rgb(110,152,236)
Stat3	Gpr68	1.9601	rgb(222,123,124)
Batf	Gprc5a	1.514	rgb(221,145,145)
Irf4	Gprc5a	1.5333	rgb(221,144,144)
Fosl2	Gprc5a	1.8655	rgb(222,128,129)
Maf	Gprin3	-1.5338	rgb(134,166,232)
Irf4	Gpsm2	1.7807	rgb(222,132,133)
Stat3	Gpsm2	1.7155	rgb(222,135,136)
Fosl2	Gpx1	-1.8292	rgb(118,157,234)
Batf	Gramd1b	-1.91	rgb(113,154,235)
Irf4	Gramd1b	1.8563	rgb(222,128,129)
Maf	Gramd1b	-1.8392	rgb(117,156,234)
Fosl2	Gramd1b	-1.9605	rgb(111,152,236)
Stat3	Grap2	-1.5634	rgb(132,165,232)
Fosl2	Grap2	1.8447	rgb(222,129,130)
Fosl2	Grcc10	1.8144	rgb(222,130,131)
Hif1a	Grhpr	1.8795	rgb(222,127,128)
Batf	Grina	1.6504	rgb(222,138,139)
Irf4	Grina	1.6126	rgb(221,140,141)
Stat3	Grina	1.6504	rgb(222,138,139)
Fosl2	Grina	1.6982	rgb(222,136,137)
Etv6	Gripap1	-1.5408	rgb(133,166,232)
Irf4	Grk5	1.9242	rgb(222,125,126)
Irf4	Grn	1.6929	rgb(222,136,137)
Maf	Grn	1.7922	rgb(222,131,132)
Batf	Gsn	1.7844	rgb(222,132,133)
Irf4	Gsn	1.5647	rgb(221,142,143)
Hif1a	Gsr	1.6653	rgb(222,137,138)
Batf	Gstt2	1.8455	rgb(222,129,130)
Maf	Gstt2	-1.9629	rgb(110,152,236)
Stat3	Gstt2	1.9657	rgb(222,123,124)
Rorc	Gstt2	-1.8888	rgb(114,155,235)
Stat3	Gstt3	1.6108	rgb(221,140,141)
Hif1a	Gt(ROSA)26Sor	1.7451	rgb(222,134,134)
Irf4	Gtf2a1	1.7649	rgb(222,133,134)
Stat3	Gtf2a1	1.8154	rgb(222,130,131)
Hif1a	Gtf2e2	1.6643	rgb(222,137,138)
Fosl2	Gtpbp2	1.7019	rgb(222,136,137)
Nfe2l2	Gtpbp6	1.6963	rgb(222,136,137)
Etv6	Gtpbp6	-1.6214	rgb(129,163,232)
Batf	Gtpbp8	1.7977	rgb(222,131,132)
Irf4	Gypc	1.9315	rgb(222,125,126)
Stat3	Gypc	1.8153	rgb(222,130,131)
Rorc	Gypc	1.9231	rgb(222,125,126)
Fosl2	Gypc	1.8466	rgb(222,129,130)
Irf4	Gys1	1.6691	rgb(222,137,138)
Stat3	Gys1	1.6988	rgb(222,136,137)
Hif1a	Gys1	1.8604	rgb(222,128,129)
Fosl2	Gzf1	1.8169	rgb(222,130,131)
Hif1a	Gzf1	1.7409	rgb(222,134,135)
Rorc	Gzmb	-1.5217	rgb(134,167,231)
Irf4	H1f0	1.7354	rgb(222,134,135)
Maf	H1f0	-1.8511	rgb(116,156,235)
Rorc	H1f0	1.7104	rgb(222,135,136)
Hif1a	H2-Ab1	1.8427	rgb(222,129,130)
Batf	H2-Q10	1.8182	rgb(222,130,131)
Irf4	H2-Q10	1.5914	rgb(221,141,142)
Fosl2	H2-Q10	1.8356	rgb(222,129,130)
Maf	H2-T10	-1.6522	rgb(127,162,233)
Nfe2l2	H2-T22	-1.6447	rgb(128,163,233)
Fosl2	H2-T23	1.7764	rgb(222,132,133)
Hif1a	H2-T23	1.7864	rgb(222,132,133)
Batf	H2-T24	-1.9298	rgb(112,153,235)
Maf	H2-T24	-1.971	rgb(110,152,236)
Stat3	H2-T24	-1.924	rgb(113,153,235)
Fosl2	H2afy	1.576	rgb(221,142,142)
Batf	H60b	1.7147	rgb(222,135,136)
Fosl2	H60b	1.7408	rgb(222,134,135)
Irf4	Haao	1.6255	rgb(221,139,140)
Hif1a	Haao	1.8247	rgb(222,130,131)
Nfe2l2	Habp4	1.8393	rgb(222,129,130)
Irf4	Hdac2	1.8467	rgb(222,129,130)
Stat3	Hdac4	1.9052	rgb(222,126,127)
Hif1a	Hdac7	1.9294	rgb(222,125,126)
Hif1a	Hddc2	1.7848	rgb(222,132,133)
Maf	Hddc3	-1.6927	rgb(125,161,233)
Irf4	Hdlbp	1.6314	rgb(221,139,140)
Batf	Heg1	-1.9488	rgb(111,153,236)
Irf4	Heg1	-1.8767	rgb(115,155,235)
Fosl2	Heg1	-1.6131	rgb(129,164,232)
Hif1a	Helb	1.7271	rgb(222,134,135)
Batf	Hemk1	-1.9223	rgb(113,154,235)
Irf4	Hemk1	1.8093	rgb(222,131,131)
Stat3	Hemk1	1.8144	rgb(222,130,131)
Fosl2	Hemk1	1.7877	rgb(222,132,132)
Hif1a	Hemk1	1.7537	rgb(222,133,134)
Batf	Herpud1	1.7922	rgb(222,131,132)
Hif1a	Herpud1	-1.586	rgb(131,165,232)
Hif1a	Hes6	1.6142	rgb(221,140,141)
Hif1a	Hexb	1.822	rgb(222,130,131)
Hif1a	Hexdc	1.7014	rgb(222,136,137)
Etv6	Hexim2	1.5442	rgb(221,143,144)
Batf	Hic1	1.8266	rgb(222,130,131)
Maf	Hic1	-1.9291	rgb(112,153,235)
Batf	Hif1a	1.8393	rgb(222,129,130)
Irf4	Hif1a	1.962	rgb(222,123,124)
Stat3	Hif1a	1.646	rgb(222,138,139)
Rorc	Hif1a	-1.8548	rgb(116,156,235)
Fosl2	Hif1a	1.8907	rgb(222,127,128)
Fosl2	Hif3a	1.73	rgb(222,134,135)
Hif1a	Higd1a	1.8831	rgb(222,127,128)
Nfe2l2	Hint2	-1.711	rgb(124,160,233)
Batf	Hip1r	1.7885	rgb(222,132,132)
Fosl2	Hip1r	-1.5128	rgb(135,167,231)
Batf	Hipk2	1.9852	rgb(222,122,123)
Stat3	Hipk2	1.7497	rgb(222,133,134)
Rorc	Hipk2	-1.7569	rgb(122,159,234)
Stat3	Hipk3	1.6086	rgb(221,140,141)
Nfe2l2	Hist1h1a	1.8937	rgb(222,126,127)
Maf	Hist1h1c	-1.8947	rgb(114,154,235)
Rorc	Hist1h2ag	-1.8981	rgb(114,154,235)
Etv6	Hist1h2ao	1.7685	rgb(222,132,133)
Nfe2l2	Hist1h2bh	1.9463	rgb(222,124,125)
Nfe2l2	Hist1h2bj	1.9137	rgb(222,126,126)
Hif1a	Hist1h2bj	1.8363	rgb(222,129,130)
Hif1a	Hist1h2bm	1.7866	rgb(222,132,132)
Rorc	Hist1h4d	1.8818	rgb(222,127,128)
Irf4	Hist1h4i	1.8621	rgb(222,128,129)
Rorc	Hist2h2bb	1.9276	rgb(222,125,126)
Hif1a	Hist2h2bb	1.8598	rgb(222,128,129)
Etv6	Hist2h4	-1.8941	rgb(114,154,235)
Irf4	Hivep1	1.9879	rgb(222,122,123)
Rorc	Hivep1	1.9443	rgb(222,124,125)
Irf4	Hivep2	1.8808	rgb(222,127,128)
Stat3	Hivep2	1.8744	rgb(222,127,128)
Batf	Hivep3	-1.9604	rgb(111,152,236)
Irf4	Hivep3	-1.9839	rgb(109,151,236)
Maf	Hivep3	-1.9837	rgb(109,151,236)
Stat3	Hivep3	1.6889	rgb(222,136,137)
Rorc	Hivep3	1.9791	rgb(222,122,123)
Fosl2	Hivep3	-1.9919	rgb(109,151,236)
Irf4	Hk1	1.6051	rgb(221,140,141)
Hif1a	Hk1	1.7491	rgb(222,133,134)
Irf4	Hk2	1.9559	rgb(222,124,124)
Maf	Hk2	-1.9397	rgb(112,153,235)
Stat3	Hk2	1.9141	rgb(222,126,126)
Hif1a	Hk2	1.9052	rgb(222,126,127)
Hif1a	Hmgcl	1.8863	rgb(222,127,128)
Rorc	Hmha1	-1.8548	rgb(116,156,235)
Fosl2	Hmha1	1.9331	rgb(222,125,126)
Hif1a	Hmha1	1.768	rgb(222,132,133)
Irf4	Hmox1	1.5454	rgb(221,143,144)
Stat3	Hmox1	1.7812	rgb(222,132,133)
Hif1a	Hnrnpa0	1.8224	rgb(222,130,131)
Nfe2l2	Hnrnpa1	1.8473	rgb(222,129,130)
Hif1a	Hnrnpm	1.506	rgb(221,145,146)
Nfe2l2	Homer3	1.5605	rgb(221,142,143)
Irf4	Hook2	1.9068	rgb(222,126,127)
Stat3	Hook2	1.9166	rgb(222,125,126)
Fosl2	Hp1bp3	1.8086	rgb(222,131,131)
Irf4	Hpcal1	1.7936	rgb(222,131,132)
Fosl2	Hpcal1	-1.9351	rgb(112,153,235)
Etv6	Hpdl	-1.7021	rgb(125,161,233)
Hif1a	Hprt	1.7415	rgb(222,134,135)
Batf	Hsf2	1.7536	rgb(222,133,134)
Batf	Hspa4l	1.593	rgb(221,141,142)
Fosl2	Hspa4l	1.705	rgb(222,136,136)
Stat3	Hspb6	1.6353	rgb(222,139,140)
Fosl2	Hsph1	-1.8912	rgb(114,155,235)
Fosl2	Htt	1.9298	rgb(222,125,126)
Batf	Hvcn1	1.9497	rgb(222,124,125)
Irf4	Hvcn1	1.5932	rgb(221,141,142)
Maf	Hvcn1	-1.8567	rgb(116,156,235)
Rorc	Hvcn1	1.6985	rgb(222,136,137)
Fosl2	Hvcn1	-1.5589	rgb(132,166,232)
Rorc	Hyal2	1.657	rgb(222,138,139)
Etv6	Hyal2	-1.7307	rgb(123,160,233)
Stat3	Icam1	-1.8285	rgb(118,157,234)
Etv6	Icam1	-1.5612	rgb(132,165,232)
Irf4	Icam2	-1.5421	rgb(133,166,232)
Batf	Icos	1.8805	rgb(222,127,128)
Fosl2	Icos	1.8745	rgb(222,127,128)
Batf	Id2	1.7619	rgb(222,133,134)
Irf4	Id2	1.8333	rgb(222,129,130)
Maf	Id2	-1.9035	rgb(114,154,235)
Stat3	Id2	1.9343	rgb(222,125,126)
Hif1a	Id2	1.8946	rgb(222,126,127)
Maf	Id3	-1.5091	rgb(135,167,231)
Maf	Idh1	-1.6728	rgb(126,162,233)
Irf4	Ier3	1.8949	rgb(222,126,127)
Stat3	Ier3	1.9266	rgb(222,125,126)
Fosl2	Ier3	1.9316	rgb(222,125,126)
Hif1a	Ier3	1.8079	rgb(222,131,131)
Hif1a	Ier3ip1	1.6659	rgb(222,137,138)
Batf	Ier5	-1.8937	rgb(114,154,235)
Maf	Iffo2	-1.8199	rgb(118,157,234)
Fosl2	Iffo2	1.625	rgb(221,139,140)
Batf	Ifi203	-1.9043	rgb(114,154,235)
Irf4	Ifi203	-1.9424	rgb(112,153,235)
Stat3	Ifi203	-1.6357	rgb(128,163,233)
Rorc	Ifi203	1.7043	rgb(222,136,136)
Fosl2	Ifi203	-1.8089	rgb(119,157,234)
Fosl2	Ifi205	-1.7107	rgb(124,160,233)
Batf	Ifi27l2a	-1.8341	rgb(117,156,234)
Irf4	Ifi27l2a	1.8521	rgb(222,128,129)
Fosl2	Ifi27l2a	1.6685	rgb(222,137,138)
Batf	Ifi30	-1.5479	rgb(133,166,232)
Batf	Ifi47	-1.9689	rgb(110,152,236)
Irf4	Ifi47	-1.9007	rgb(114,154,235)
Hif1a	Ifi47	1.8815	rgb(222,127,128)
Fosl2	Ifih1	-1.5997	rgb(130,164,232)
Fosl2	Ifit1	1.7833	rgb(222,132,133)
Fosl2	Ifitm3	-1.7257	rgb(123,160,233)
Batf	Ifng	-1.7437	rgb(122,159,234)
Maf	Ifngr2	1.5029	rgb(221,145,146)
Fosl2	Ifrd1	-1.7056	rgb(124,161,233)
Hif1a	Ifrd1	-1.5301	rgb(134,166,232)
Batf	Ift57	-1.9058	rgb(114,154,235)
Irf4	Ift57	1.9075	rgb(222,126,127)
Batf	Igf2bp3	-1.9388	rgb(112,153,235)
Maf	Igf2bp3	-1.7843	rgb(120,158,234)
Fosl2	Igf2bp3	-1.7672	rgb(121,159,234)
Batf	Igf2r	-1.9709	rgb(110,152,236)
Irf4	Igf2r	-1.9362	rgb(112,153,235)
Batf	Igfbp4	-1.771	rgb(121,159,234)
Stat3	Igfbp4	1.6523	rgb(222,138,139)
Etv6	Igfbp4	-1.5388	rgb(133,166,232)
Batf	Igfbp7	-1.9577	rgb(111,152,236)
Irf4	Igfbp7	-1.9163	rgb(113,154,235)
Maf	Igfbp7	-1.8921	rgb(114,154,235)
Rorc	Igfbp7	1.9575	rgb(222,123,124)
Fosl2	Igfbp7	-1.9404	rgb(112,153,235)
Batf	Igtp	-1.6924	rgb(125,161,233)
Stat3	Igtp	-1.8182	rgb(118,157,234)
Fosl2	Igtp	1.8684	rgb(222,128,129)
Fosl2	Ikbke	1.544	rgb(221,143,144)
Batf	Ikzf4	1.5866	rgb(221,141,142)
Hif1a	Ikzf4	1.7767	rgb(222,132,133)
Batf	Il10	1.9265	rgb(222,125,126)
Irf4	Il10	1.9712	rgb(222,123,124)
Maf	Il10	1.9608	rgb(222,123,124)
Stat3	Il10	1.9739	rgb(222,123,124)
Rorc	Il10	-1.9314	rgb(112,153,235)
Etv6	Il10	-1.5647	rgb(132,165,232)
Batf	Il10ra	1.6291	rgb(221,139,140)
Maf	Il10ra	-1.7735	rgb(121,158,234)
Fosl2	Il10ra	1.6848	rgb(222,136,137)
Batf	Il12rb1	1.8182	rgb(222,130,131)
Irf4	Il12rb1	1.9229	rgb(222,125,126)
Stat3	Il12rb1	1.7642	rgb(222,133,134)
Rorc	Il12rb1	1.9238	rgb(222,125,126)
Fosl2	Il12rb1	1.7682	rgb(222,132,133)
Irf4	Il12rb2	1.9839	rgb(222,122,123)
Maf	Il12rb2	1.9911	rgb(222,122,123)
Rorc	Il12rb2	-1.8893	rgb(114,155,235)
Fosl2	Il12rb2	1.9632	rgb(222,123,124)
Hif1a	Il12rb2	1.5458	rgb(221,143,144)
Batf	Il13ra1	-1.596	rgb(130,164,232)
Maf	Il15ra	-1.8153	rgb(118,157,234)
Stat3	Il15ra	-1.6561	rgb(127,162,233)
Batf	Il16	1.7947	rgb(222,131,132)
Fosl2	Il16	1.6402	rgb(222,139,139)
Batf	Il17a	1.9762	rgb(222,123,124)
Irf4	Il17a	1.9875	rgb(222,122,123)
Maf	Il17a	1.9937	rgb(222,122,123)
Stat3	Il17a	1.9843	rgb(222,122,123)
Rorc	Il17a	1.9901	rgb(222,122,123)
Fosl2	Il17a	-1.9823	rgb(109,152,236)
Hif1a	Il17a	1.6013	rgb(221,140,141)
Etv6	Il17a	1.9008	rgb(222,126,127)
Batf	Il17f	1.9651	rgb(222,123,124)
Irf4	Il17f	1.9767	rgb(222,123,124)
Maf	Il17f	1.9811	rgb(222,122,123)
Stat3	Il17f	1.986	rgb(222,122,123)
Rorc	Il17f	1.9879	rgb(222,122,123)
Fosl2	Il17f	-1.9703	rgb(110,152,236)
Rorc	Il17ra	-1.8564	rgb(116,156,235)
Irf4	Il18r1	-1.5695	rgb(132,165,232)
Maf	Il18r1	-1.8552	rgb(116,156,235)
Fosl2	Il18r1	-1.6001	rgb(130,164,232)
Irf4	Il18rap	-1.9047	rgb(114,154,235)
Maf	Il18rap	-1.5034	rgb(135,167,231)
Fosl2	Il18rap	-1.8619	rgb(116,155,235)
Maf	Il1a	-1.8005	rgb(119,158,234)
Batf	Il1r1	1.9906	rgb(222,122,123)
Maf	Il1r1	-1.9622	rgb(110,152,236)
Stat3	Il1r1	1.9732	rgb(222,123,124)
Rorc	Il1r1	1.9809	rgb(222,122,123)
Fosl2	Il1r1	-1.9846	rgb(109,151,236)
Batf	Il1r2	1.8235	rgb(222,130,131)
Maf	Il1rl2	-1.6199	rgb(129,163,232)
Batf	Il1rn	-1.6094	rgb(130,164,232)
Maf	Il1rn	1.8917	rgb(222,127,128)
Rorc	Il1rn	-1.6992	rgb(125,161,233)
Irf4	Il2	1.9436	rgb(222,124,125)
Maf	Il2	-1.927	rgb(112,153,235)
Stat3	Il2	1.8085	rgb(222,131,131)
Rorc	Il2	1.7798	rgb(222,132,133)
Fosl2	Il2	-1.8186	rgb(118,157,234)
Etv6	Il2	1.7258	rgb(222,135,135)
Batf	Il21	1.9362	rgb(222,124,125)
Irf4	Il21	1.9878	rgb(222,122,123)
Maf	Il21	1.9944	rgb(222,122,123)
Stat3	Il21	1.9371	rgb(222,124,125)
Fosl2	Il21	1.9337	rgb(222,125,126)
Maf	Il21r	-1.9416	rgb(112,153,235)
Stat3	Il21r	-1.92	rgb(113,154,235)
Rorc	Il21r	-1.8718	rgb(115,155,235)
Rorc	Il22	1.7696	rgb(222,132,133)
Maf	Il23a	-1.5937	rgb(130,164,232)
Fosl2	Il23a	1.6431	rgb(222,138,139)
Batf	Il23r	1.9751	rgb(222,123,124)
Irf4	Il23r	1.98	rgb(222,122,123)
Maf	Il23r	1.9926	rgb(222,122,123)
Stat3	Il23r	1.9798	rgb(222,122,123)
Rorc	Il23r	1.991	rgb(222,122,123)
Batf	Il24	1.7176	rgb(222,135,136)
Irf4	Il24	1.7482	rgb(222,133,134)
Stat3	Il24	1.8996	rgb(222,126,127)
Rorc	Il24	-1.6549	rgb(127,162,233)
Fosl2	Il24	1.8871	rgb(222,127,128)
Hif1a	Il27ra	1.5847	rgb(221,141,142)
Stat3	Il2ra	1.9696	rgb(222,123,124)
Fosl2	Il2ra	1.9739	rgb(222,123,124)
Hif1a	Il2ra	1.8733	rgb(222,127,128)
Irf4	Il2rb	1.9025	rgb(222,126,127)
Hif1a	Il2rb	1.8048	rgb(222,131,132)
Irf4	Il33	-1.648	rgb(128,163,233)
Stat3	Il4ra	1.9572	rgb(222,123,124)
Rorc	Il4ra	-1.9481	rgb(111,153,236)
Fosl2	Il4ra	1.9579	rgb(222,123,124)
Hif1a	Il4ra	1.9139	rgb(222,126,126)
Batf	Il6ra	-1.9859	rgb(109,151,236)
Rorc	Il6ra	-1.9244	rgb(112,153,235)
Fosl2	Il6ra	1.8353	rgb(222,129,130)
Batf	Il7r	1.9661	rgb(222,123,124)
Irf4	Il7r	1.9824	rgb(222,122,123)
Stat3	Il7r	1.7872	rgb(222,132,132)
Rorc	Il7r	-1.9545	rgb(111,152,236)
Fosl2	Il7r	1.901	rgb(222,126,127)
Batf	Il9	1.8836	rgb(222,127,128)
Irf4	Il9	1.9018	rgb(222,126,127)
Maf	Il9	1.8077	rgb(222,131,132)
Stat3	Il9	1.7935	rgb(222,131,132)
Rorc	Il9	1.6971	rgb(222,136,137)
Rorc	Iltifb	1.7843	rgb(222,132,133)
Maf	Ilvbl	-1.6517	rgb(127,162,233)
Batf	Impa2	1.8753	rgb(222,127,128)
Hif1a	Impa2	1.897	rgb(222,126,127)
Hif1a	Impdh1	1.6602	rgb(222,138,138)
Hif1a	Ing2	1.7223	rgb(222,135,136)
Fosl2	Ing4	1.5411	rgb(221,143,144)
Batf	Inhba	1.656	rgb(222,138,139)
Maf	Ino80c	-1.8199	rgb(118,157,234)
Maf	Inpp4a	-1.5097	rgb(135,167,231)
Maf	Inpp4b	-1.9935	rgb(109,151,236)
Fosl2	Inpp4b	-1.8985	rgb(114,154,235)
Batf	Inpp5a	-1.6344	rgb(128,163,233)
Rorc	Inpp5b	1.9291	rgb(222,125,126)
Hif1a	Inpp5d	1.5865	rgb(221,141,142)
Hif1a	Insig2	1.5134	rgb(221,145,145)
Nfe2l2	Insl3	-1.968	rgb(110,152,236)
Hif1a	Insl3	1.6551	rgb(222,138,139)
Etv6	Ints1	-1.6923	rgb(125,161,233)
Batf	Ints4	-1.8108	rgb(119,157,234)
Batf	Ints7	-1.8519	rgb(116,156,235)
Batf	Ipcef1	-1.8439	rgb(117,156,235)
Irf4	Ipcef1	-1.9114	rgb(113,154,235)
Irf4	Ipmk	1.807	rgb(222,131,132)
Fosl2	Iqcb1	1.6225	rgb(221,139,140)
Irf4	Iqcc	1.5294	rgb(221,144,145)
Fosl2	Iqgap1	-1.8496	rgb(117,156,235)
Batf	Iqgap2	1.7146	rgb(222,135,136)
Rorc	Iqgap2	-1.6477	rgb(128,163,233)
Fosl2	Iqgap2	1.863	rgb(222,128,129)
Maf	Irak2	-1.8635	rgb(116,155,235)
Rorc	Irak2	1.896	rgb(222,126,127)
Maf	Irak4	-1.856	rgb(116,156,235)
Batf	Irf1	-1.5941	rgb(130,164,232)
Irf4	Irf1	-1.5182	rgb(135,167,231)
Stat3	Irf1	-1.9158	rgb(113,154,235)
Rorc	Irf1	-1.7145	rgb(124,160,233)
Fosl2	Irf1	1.6682	rgb(222,137,138)
Irf4	Irf4	1.9866	rgb(222,122,123)
Stat3	Irf4	1.7688	rgb(222,132,133)
Fosl2	Irf4	1.9725	rgb(222,123,124)
Batf	Irf6	1.8005	rgb(222,131,132)
Irf4	Irf6	1.8251	rgb(222,130,131)
Maf	Irf6	1.8153	rgb(222,130,131)
Fosl2	Irf6	1.9115	rgb(222,126,127)
Stat3	Irf8	-1.6599	rgb(127,162,233)
Hif1a	Irf8	1.6666	rgb(222,137,138)
Irf4	Irf9	1.5177	rgb(221,144,145)
Batf	Irgc1	1.7426	rgb(222,134,135)
Batf	Irgm1	-1.7298	rgb(123,160,233)
Stat3	Irgm1	-1.8543	rgb(116,156,235)
Batf	Irgm2	-1.5325	rgb(134,166,232)
Stat3	Irgm2	-1.5329	rgb(134,166,232)
Fosl2	Irgm2	1.8537	rgb(222,128,129)
Hif1a	Irgq	1.8128	rgb(222,130,131)
Irf4	Irs2	1.6724	rgb(222,137,138)
Maf	Irs2	-1.8053	rgb(119,157,234)
Rorc	Irs2	-1.8234	rgb(118,157,234)
Fosl2	Irs2	1.9313	rgb(222,125,126)
Etv6	Irs2	-1.533	rgb(134,166,232)
Fosl2	Isg15	1.641	rgb(222,139,139)
Irf4	Isg20	-1.8925	rgb(114,154,235)
Fosl2	Isoc2b	1.7644	rgb(222,133,134)
Hif1a	Isoc2b	1.6465	rgb(222,138,139)
Batf	Itga3	1.8397	rgb(222,129,130)
Irf4	Itga3	1.9521	rgb(222,124,125)
Stat3	Itga3	1.842	rgb(222,129,130)
Rorc	Itga3	1.9542	rgb(222,124,125)
Hif1a	Itga3	1.705	rgb(222,136,136)
Batf	Itga4	1.8042	rgb(222,131,132)
Irf4	Itga4	-1.8319	rgb(118,156,234)
Fosl2	Itga4	-1.7845	rgb(120,158,234)
Hif1a	Itga7	1.7959	rgb(222,131,132)
Rorc	Itgal	1.9188	rgb(222,125,126)
Irf4	Itgav	1.8412	rgb(222,129,130)
Maf	Itgav	-1.7716	rgb(121,158,234)
Fosl2	Itgb1	-1.5778	rgb(131,165,232)
Irf4	Itgb3	-1.796	rgb(119,158,234)
Rorc	Itgb7	-1.5605	rgb(132,165,232)
Fosl2	Itgb7	1.7206	rgb(222,135,136)
Rorc	Itk	-1.952	rgb(111,153,236)
Fosl2	Itk	1.9481	rgb(222,124,125)
Irf4	Itpk1	1.9645	rgb(222,123,124)
Fosl2	Itpkb	1.9634	rgb(222,123,124)
Hif1a	Itpkb	1.9644	rgb(222,123,124)
Etv6	Itpkb	-1.6165	rgb(129,164,232)
Batf	Itpr1	1.942	rgb(222,124,125)
Irf4	Itpr1	1.934	rgb(222,125,126)
Maf	Itpr1	-1.9949	rgb(109,151,236)
Fosl2	Itpr1	-1.9792	rgb(110,152,236)
Maf	Itpr2	-1.7716	rgb(121,158,234)
Fosl2	Itpr2	1.8095	rgb(222,131,131)
Fosl2	Itpr3	1.7105	rgb(222,135,136)
Batf	Itpripl1	-1.8279	rgb(118,157,234)
Fosl2	Itpripl1	1.8138	rgb(222,130,131)
Irf4	Itpripl2	1.9516	rgb(222,124,125)
Maf	Itpripl2	-1.9241	rgb(113,153,235)
Stat3	Itpripl2	1.8981	rgb(222,126,127)
Batf	Jak2	-1.9607	rgb(111,152,236)
Maf	Jak2	-1.9247	rgb(112,153,235)
Stat3	Jak2	1.8725	rgb(222,127,128)
Stat3	Jak3	1.9283	rgb(222,125,126)
Hif1a	Jak3	1.9632	rgb(222,123,124)
Maf	Jakmip1	1.6653	rgb(222,137,138)
Fosl2	Jakmip1	1.6258	rgb(221,139,140)
Irf4	Jarid2	1.8964	rgb(222,126,127)
Rorc	Jarid2	-1.6977	rgb(125,161,233)
Hif1a	Jarid2	1.7715	rgb(222,132,133)
Maf	Jazf1	-1.9469	rgb(111,153,236)
Fosl2	Jazf1	-1.9716	rgb(110,152,236)
Hif1a	Jmjd6	1.9542	rgb(222,124,125)
Irf4	Jun	1.8222	rgb(222,130,131)
Irf4	Junb	1.9201	rgb(222,125,126)
Stat3	Junb	1.8958	rgb(222,126,127)
Hif1a	Junb	1.9142	rgb(222,126,126)
Irf4	Jund	-1.8498	rgb(117,156,235)
Fosl2	Jund	-1.8761	rgb(115,155,235)
Hif1a	Jund	1.8195	rgb(222,130,131)
Etv6	Kat2a	-1.7366	rgb(123,160,234)
Maf	Kbtbd11	-1.678	rgb(126,162,233)
Fosl2	Kbtbd11	1.8426	rgb(222,129,130)
Hif1a	Kbtbd11	1.8734	rgb(222,127,128)
Etv6	Kbtbd4	-1.8958	rgb(114,154,235)
Batf	Kcna3	1.6084	rgb(221,140,141)
Irf4	Kcna3	1.8738	rgb(222,127,128)
Maf	Kcna3	-1.8092	rgb(119,157,234)
Stat3	Kcna3	1.7062	rgb(222,135,136)
Rorc	Kcna3	1.8041	rgb(222,131,132)
Fosl2	Kcna3	-1.7376	rgb(123,160,234)
Etv6	Kcna3	-1.594	rgb(130,164,232)
Hif1a	Kcnab2	1.7347	rgb(222,134,135)
Irf4	Kcnk10	-1.9042	rgb(114,154,235)
Maf	Kcnk10	-1.6658	rgb(127,162,233)
Fosl2	Kcnk10	-1.895	rgb(114,154,235)
Hif1a	Kcnk7	1.8463	rgb(222,129,130)
Rorc	Kcnmb4	1.8778	rgb(222,127,128)
Maf	Kcnn4	-1.8745	rgb(115,155,235)
Hif1a	Kcnn4	1.8923	rgb(222,127,128)
Maf	Kctd12	1.895	rgb(222,126,127)
Stat3	Kctd12	1.6607	rgb(222,138,138)
Rorc	Kctd12	-1.6902	rgb(125,161,233)
Irf4	Kctd17	1.7773	rgb(222,132,133)
Batf	Kdelc1	-1.5447	rgb(133,166,232)
Hif1a	Kdelr2	1.5727	rgb(221,142,143)
Hif1a	Kdm2a	1.6969	rgb(222,136,137)
