Regulator	Target	Weight	stroke
Irf4	St6gal1	-1.933	rgb(112,153,235)
Maf	St6gal1	1.9652	rgb(222,123,124)
Stat3	St6gal1	1.9503	rgb(222,124,125)
Rorc	St6gal1	-1.9142	rgb(113,154,235)
Fosl2	St6gal1	1.9592	rgb(222,123,124)
Hif1a	St6gal1	1.9075	rgb(222,126,127)
Batf	St6galnac4	-1.729	rgb(123,160,233)
Irf4	St6galnac4	-1.8263	rgb(118,157,234)
Stat3	St6galnac4	-1.865	rgb(116,155,235)
Fosl2	St6galnac4	-1.8052	rgb(119,157,234)
Irf4	St6galnac6	1.5842	rgb(221,141,142)
Stat3	St6galnac6	1.7054	rgb(222,135,136)
Rorc	St8sia1	-1.9756	rgb(110,152,236)
Fosl2	St8sia1	1.9532	rgb(222,124,125)
Fosl2	St8sia4	1.958	rgb(222,123,124)
Batf	St8sia6	-1.8023	rgb(119,157,234)
Irf4	Stambpl1	-1.7751	rgb(121,158,234)
Irf4	Stap1	-1.7218	rgb(124,160,233)
Maf	Stap1	-1.7156	rgb(124,160,233)
Maf	Stard10	1.8088	rgb(222,131,131)
Fosl2	Stard10	1.908	rgb(222,126,127)
Hif1a	Stard4	1.5505	rgb(221,143,144)
Batf	Stat1	-1.8175	rgb(118,157,234)
Maf	Stat1	-1.829	rgb(118,157,234)
Stat3	Stat1	-1.9181	rgb(113,154,235)
Batf	Stat3	1.9181	rgb(222,125,126)
Irf4	Stat3	1.9399	rgb(222,124,125)
Stat3	Stat3	1.9032	rgb(222,126,127)
Hif1a	Stat3	1.7344	rgb(222,134,135)
Irf4	Stat4	1.971	rgb(222,123,124)
Rorc	Stat4	-1.8882	rgb(114,155,235)
Batf	Stat5a	1.6715	rgb(222,137,138)
Maf	Stat5a	-1.9167	rgb(113,154,235)
Fosl2	Stat5a	-1.7801	rgb(120,158,234)
Batf	Stat5b	1.839	rgb(222,129,130)
Hif1a	Stat6	1.7987	rgb(222,131,132)
Hif1a	Stc2	1.8569	rgb(222,128,129)
Hif1a	Stk11	1.6359	rgb(222,139,140)
Batf	Stk17b	1.8908	rgb(222,127,128)
Stat3	Stk17b	1.8198	rgb(222,130,131)
Hif1a	Stk25	1.5316	rgb(221,144,145)
Batf	Stk38l	-1.9607	rgb(111,152,236)
Batf	Stk39	-1.95	rgb(111,153,236)
Irf4	Stk39	-1.8661	rgb(116,155,235)
Stat3	Stk39	-1.6338	rgb(128,163,233)
Rorc	Stk39	-1.642	rgb(128,163,233)
Maf	Stk40	-1.8619	rgb(116,155,235)
Irf4	Stoml1	1.933	rgb(222,125,126)
Maf	Stoml1	-1.8465	rgb(117,156,235)
Batf	Stra6	-1.7681	rgb(121,159,234)
Irf4	Stra6	1.8039	rgb(222,131,132)
Fosl2	Stra6	-1.5829	rgb(131,165,232)
Batf	Stx11	1.918	rgb(222,125,126)
Irf4	Stx11	1.9143	rgb(222,126,126)
Maf	Stx11	-1.8883	rgb(114,155,235)
Stat3	Stx11	1.8884	rgb(222,127,128)
Rorc	Stx11	1.9368	rgb(222,124,125)
Fosl2	Stx11	-1.9366	rgb(112,153,235)
Maf	Sumf1	-1.6086	rgb(130,164,232)
Hif1a	Sun1	1.7996	rgb(222,131,132)
Irf4	Surf4	1.6703	rgb(222,137,138)
Batf	Susd3	1.8366	rgb(222,129,130)
Maf	Susd3	-1.8374	rgb(117,156,234)
Rorc	Susd3	-1.613	rgb(129,164,232)
Hif1a	Suv420h1	1.6785	rgb(222,137,138)
Batf	Syn1	1.8224	rgb(222,130,131)
Irf4	Syn1	1.6486	rgb(222,138,139)
Fosl2	Syn1	-1.8003	rgb(119,158,234)
Maf	Synj2	-1.9643	rgb(110,152,236)
Batf	Synpo	-1.922	rgb(113,154,235)
Rorc	Synpo	-1.7213	rgb(124,160,233)
Stat3	Syt11	1.5775	rgb(221,142,142)
Fosl2	Sytl1	1.8422	rgb(222,129,130)
Batf	Sytl3	1.9131	rgb(222,126,127)
Maf	Sytl3	-1.772	rgb(121,158,234)
Irf4	Tab2	1.5351	rgb(221,144,144)
Batf	Tacc2	-1.8227	rgb(118,157,234)
Maf	Tacc2	-1.83	rgb(118,157,234)
Batf	Tada2a	-1.6133	rgb(129,164,232)
Etv6	Taf1c	-1.7657	rgb(121,159,234)
Irf4	Taf4b	-1.5555	rgb(133,166,232)
Irf4	Tagap	-1.9447	rgb(111,153,235)
Maf	Tagap	-1.9196	rgb(113,154,235)
Stat3	Tagap	-1.7662	rgb(121,159,234)
Fosl2	Tagap	-1.9502	rgb(111,153,236)
Irf4	Tagap1	-1.9026	rgb(114,154,235)
Maf	Tagap1	-1.8763	rgb(115,155,235)
Maf	Tank	-1.7141	rgb(124,160,233)
Hif1a	Taok3	1.6243	rgb(221,139,140)
Batf	Tap1	-1.8801	rgb(115,155,235)
Stat3	Tap1	-1.9063	rgb(113,154,235)
Fosl2	Tap1	1.7407	rgb(222,134,135)
Batf	Tap2	-1.8691	rgb(116,155,235)
Stat3	Tap2	-1.8882	rgb(114,155,235)
Batf	Tapbp	-1.8378	rgb(117,156,234)
Irf4	Tapbp	-1.9105	rgb(113,154,235)
Maf	Tapbp	-1.8573	rgb(116,156,235)
Stat3	Tapbp	-1.7661	rgb(121,159,234)
Etv6	Tapbp	-1.8308	rgb(118,157,234)
Maf	Tapbpl	-1.925	rgb(112,153,235)
Batf	Tapt1	-1.7835	rgb(120,158,234)
Nfe2l2	Taz	1.7149	rgb(222,135,136)
Irf4	Tbc1d1	1.6923	rgb(222,136,137)
Etv6	Tbc1d13	-1.7506	rgb(122,159,234)
Batf	Tbc1d4	-1.7163	rgb(124,160,233)
Irf4	Tbc1d4	-1.8039	rgb(119,157,234)
Maf	Tbc1d7	-1.5283	rgb(134,167,232)
Nfe2l2	Tbcc	-1.6614	rgb(127,162,233)
Stat3	Tbkbp1	-1.9384	rgb(112,153,235)
Etv6	Tbkbp1	-1.7256	rgb(123,160,233)
Batf	Tbl1xr1	-1.9445	rgb(111,153,235)
Fosl2	Tbl1xr1	1.8945	rgb(222,126,127)
Hif1a	Tbl2	1.9203	rgb(222,125,126)
Hif1a	Tcf25	1.7509	rgb(222,133,134)
Fosl2	Tcn2	1.6186	rgb(221,140,140)
Batf	Tcp11l2	1.6483	rgb(222,138,139)
Fosl2	Tcp11l2	1.8026	rgb(222,131,132)
Hif1a	Tdg	1.7321	rgb(222,134,135)
Batf	Tec	1.9905	rgb(222,122,123)
Irf4	Tec	1.9669	rgb(222,123,124)
Stat3	Tec	1.6725	rgb(222,137,138)
Rorc	Tec	1.9586	rgb(222,123,124)
Hif1a	Tec	1.5877	rgb(221,141,142)
Fosl2	Tes	1.8482	rgb(222,129,130)
Hif1a	Tes	1.6037	rgb(221,140,141)
Maf	Tet2	-1.8123	rgb(119,157,234)
Hif1a	Tet2	1.587	rgb(221,141,142)
Batf	Tet3	-1.9155	rgb(113,154,235)
Maf	Tet3	-1.7518	rgb(122,159,234)
Rorc	Tex2	1.9392	rgb(222,124,125)
Hif1a	Tex2	1.7121	rgb(222,135,136)
Hif1a	Tex261	1.5436	rgb(221,143,144)
Batf	Tfdp1	-1.7713	rgb(121,158,234)
Fosl2	Tfdp1	-1.7299	rgb(123,160,233)
Hif1a	Tfrc	1.7893	rgb(222,131,132)
Batf	Tg	1.9944	rgb(222,122,123)
Irf4	Tg	1.998	rgb(223,122,123)
Maf	Tg	-1.9811	rgb(109,152,236)
Rorc	Tg	-1.9947	rgb(109,151,236)
Fosl2	Tg	1.9784	rgb(222,122,123)
Hif1a	Tg	1.6799	rgb(222,137,138)
Etv6	Tg	1.8968	rgb(222,126,127)
Fosl2	Tgfb3	1.7619	rgb(222,133,134)
Irf4	Tgfbr1	-1.7625	rgb(121,159,234)
Batf	Tgfbr2	1.8834	rgb(222,127,128)
Batf	Tgfbr3	1.997	rgb(222,122,123)
Irf4	Tgfbr3	1.9889	rgb(222,122,123)
Maf	Tgfbr3	-1.9553	rgb(111,152,236)
Batf	Tgm2	-1.9108	rgb(113,154,235)
Stat3	Tgm2	1.9573	rgb(222,123,124)
Rorc	Tgm2	-1.8844	rgb(115,155,235)
Fosl2	Tgm2	1.8218	rgb(222,130,131)
Irf4	Tgoln1	1.735	rgb(222,134,135)
Batf	Tgtp2	-1.9065	rgb(113,154,235)
Irf4	Tgtp2	-1.8806	rgb(115,155,235)
Fosl2	Tgtp2	-1.9167	rgb(113,154,235)
Batf	Thap2	-1.8584	rgb(116,156,235)
Maf	Thap2	-1.7639	rgb(121,159,234)
Irf4	Thbs1	-1.51	rgb(135,167,231)
Batf	Themis	1.8607	rgb(222,128,129)
Irf4	Themis	1.7674	rgb(222,133,133)
Irf4	Thra	1.8145	rgb(222,130,131)
Fosl2	Thra	1.7381	rgb(222,134,135)
Irf4	Thy1	-1.9406	rgb(112,153,235)
Maf	Thy1	-1.8925	rgb(114,154,235)
Fosl2	Thy1	-1.8128	rgb(119,157,234)
Hif1a	Thy1	1.8413	rgb(222,129,130)
Rorc	Tia1	-1.781	rgb(120,158,234)
Stat3	Tiam1	1.6183	rgb(221,140,140)
Fosl2	Tiam1	1.9122	rgb(222,126,127)
Stat3	Ticam1	1.6489	rgb(222,138,139)
Batf	Ticam2	1.522	rgb(221,144,145)
Irf4	Ticam2	-1.5151	rgb(135,167,231)
Maf	Tigit	1.5578	rgb(221,143,143)
Fosl2	Tigit	1.8792	rgb(222,127,128)
Batf	Timd2	1.9811	rgb(222,122,123)
Maf	Timd2	-1.9738	rgb(110,152,236)
Stat3	Timd2	1.9525	rgb(222,124,125)
Rorc	Timd2	1.9684	rgb(222,123,124)
Fosl2	Timd2	-1.9125	rgb(113,154,235)
Hif1a	Timd2	-1.6099	rgb(130,164,232)
Fosl2	Timm10	-1.5629	rgb(132,165,232)
Stat3	Timp1	1.6277	rgb(221,139,140)
Rorc	Timp2	1.6267	rgb(221,139,140)
Fosl2	Timp2	-1.9357	rgb(112,153,235)
Irf4	Tinf2	1.5962	rgb(221,141,142)
Batf	Tiparp	1.8786	rgb(222,127,128)
Irf4	Tiparp	1.7545	rgb(222,133,134)
Stat3	Tiparp	1.8034	rgb(222,131,132)
Rorc	Tiparp	-1.5685	rgb(132,165,232)
Fosl2	Tiparp	1.8073	rgb(222,131,132)
Hif1a	Tiparp	1.7282	rgb(222,134,135)
Irf4	Tirap	1.5671	rgb(221,142,143)
Hif1a	Tirap	1.847	rgb(222,129,130)
Batf	Tk1	-1.5855	rgb(131,165,232)
Hif1a	Tkt	1.5365	rgb(221,144,144)
Irf4	Tlcd1	1.8944	rgb(222,126,127)
Nfe2l2	Tlcd2	1.5804	rgb(221,141,142)
Batf	Tle1	1.5392	rgb(221,143,144)
Stat3	Tle3	1.7181	rgb(222,135,136)
Batf	Tlk1	-1.8367	rgb(117,156,234)
Irf4	Tlr1	-1.7889	rgb(120,158,234)
Batf	Tm6sf1	1.6139	rgb(221,140,141)
Batf	Tm7sf3	-1.7048	rgb(124,161,233)
Maf	Tm7sf3	-1.871	rgb(115,155,235)
Batf	Tmc6	-1.738	rgb(123,160,234)
Maf	Tmc6	-1.7406	rgb(122,160,234)
Batf	Tmc8	-1.7244	rgb(123,160,233)
Irf4	Tmc8	-1.9326	rgb(112,153,235)
Batf	Tmcc1	-1.7796	rgb(120,158,234)
Maf	Tmem110	-1.7511	rgb(122,159,234)
Maf	Tmem131	-1.7402	rgb(122,160,234)
Stat3	Tmem131	1.7437	rgb(222,134,135)
Batf	Tmem135	-1.8621	rgb(116,155,235)
Fosl2	Tmem143	1.5167	rgb(221,145,145)
Maf	Tmem154	-1.8623	rgb(116,155,235)
Batf	Tmem164	-1.7662	rgb(121,159,234)
Stat3	Tmem173	-1.6775	rgb(126,162,233)
Fosl2	Tmem173	-1.6621	rgb(127,162,233)
Batf	Tmem176a	1.6739	rgb(222,137,138)
Irf4	Tmem176a	1.785	rgb(222,132,133)
Stat3	Tmem176a	1.6111	rgb(221,140,141)
Batf	Tmem176b	1.7766	rgb(222,132,133)
Irf4	Tmem176b	1.8548	rgb(222,128,129)
Stat3	Tmem176b	1.5859	rgb(221,141,142)
Fosl2	Tmem180	1.5257	rgb(221,144,145)
Batf	Tmem184b	1.8068	rgb(222,131,132)
Irf4	Tmem184b	1.8858	rgb(222,127,128)
Irf4	Tmem19	-1.5595	rgb(132,165,232)
Batf	Tmem194	-1.7433	rgb(122,159,234)
Fosl2	Tmem194b	1.5284	rgb(221,144,145)
Batf	Tmem2	-1.8144	rgb(118,157,234)
Irf4	Tmem2	1.9107	rgb(222,126,127)
Maf	Tmem2	1.5446	rgb(221,143,144)
Batf	Tmem209	-1.6247	rgb(129,163,232)
Irf4	Tmem229b	-1.6133	rgb(129,164,232)
Rorc	Tmem30a	-1.6628	rgb(127,162,233)
Hif1a	Tmem55b	1.7738	rgb(222,132,133)
Hif1a	Tmem60	1.7222	rgb(222,135,136)
Irf4	Tmem71	-1.8736	rgb(115,155,235)
Maf	Tmem71	-1.6589	rgb(127,162,233)
Fosl2	Tmem71	1.7193	rgb(222,135,136)
Nfe2l2	Tmem86b	1.5496	rgb(221,143,144)
Batf	Tmem97	-1.5533	rgb(133,166,232)
Hif1a	Tmem97	1.7931	rgb(222,131,132)
Stat3	Tmf1	1.5468	rgb(221,143,144)
Batf	Tmsb10	1.9179	rgb(222,125,126)
Irf4	Tmsb10	1.825	rgb(222,130,131)
Stat3	Tmsb10	1.6218	rgb(221,139,140)
Hif1a	Tmsb10	1.7843	rgb(222,132,133)
Maf	Tmsb4x	-1.9314	rgb(112,153,235)
Irf4	Tmtc2	1.7233	rgb(222,135,135)
Maf	Tmtc2	1.7541	rgb(222,133,134)
Fosl2	Tmtc2	1.7914	rgb(222,131,132)
Hif1a	Tmtc2	1.8058	rgb(222,131,132)
Batf	Tmtc4	1.8666	rgb(222,128,129)
Irf4	Tmtc4	1.7972	rgb(222,131,132)
Hif1a	Tmtc4	1.5248	rgb(221,144,145)
Irf4	Tnf	1.9519	rgb(222,124,125)
Maf	Tnf	-1.9868	rgb(109,151,236)
Rorc	Tnf	1.9887	rgb(222,122,123)
Fosl2	Tnf	-1.9473	rgb(111,153,236)
Batf	Tnfaip3	1.8664	rgb(222,128,129)
Irf4	Tnfaip3	1.8655	rgb(222,128,129)
Maf	Tnfaip3	-1.806	rgb(119,157,234)
Rorc	Tnfaip3	1.7509	rgb(222,133,134)
Batf	Tnfaip8	-1.9691	rgb(110,152,236)
Maf	Tnfaip8	-1.9863	rgb(109,151,236)
Maf	Tnfrsf18	-1.9434	rgb(111,153,235)
Rorc	Tnfrsf18	-1.9103	rgb(113,154,235)
Hif1a	Tnfrsf18	1.9049	rgb(222,126,127)
Batf	Tnfrsf1b	-1.9675	rgb(110,152,236)
Irf4	Tnfrsf1b	-1.9702	rgb(110,152,236)
Stat3	Tnfrsf1b	-1.711	rgb(124,160,233)
Hif1a	Tnfrsf1b	1.7444	rgb(222,134,134)
Batf	Tnfrsf25	1.8693	rgb(222,128,129)
Stat3	Tnfrsf25	1.9516	rgb(222,124,125)
Rorc	Tnfrsf25	1.9522	rgb(222,124,125)
Maf	Tnfrsf26	1.9146	rgb(222,125,126)
Stat3	Tnfrsf26	1.8465	rgb(222,129,130)
Rorc	Tnfrsf26	-1.5085	rgb(135,167,231)
Fosl2	Tnfrsf26	1.9629	rgb(222,123,124)
Irf4	Tnfrsf4	1.8499	rgb(222,129,130)
Hif1a	Tnfrsf4	1.9018	rgb(222,126,127)
Batf	Tnfrsf8	1.9693	rgb(222,123,124)
Irf4	Tnfrsf8	1.96	rgb(222,123,124)
Maf	Tnfrsf8	-1.9309	rgb(112,153,235)
Stat3	Tnfrsf8	1.9221	rgb(222,125,126)
Fosl2	Tnfrsf8	-1.9138	rgb(113,154,235)
Hif1a	Tnfrsf8	1.6462	rgb(222,138,139)
Irf4	Tnfrsf9	-1.9593	rgb(111,152,236)
Maf	Tnfrsf9	-1.9553	rgb(111,152,236)
Rorc	Tnfrsf9	-1.9446	rgb(111,153,235)
Fosl2	Tnfrsf9	1.8591	rgb(222,128,129)
Hif1a	Tnfrsf9	1.9544	rgb(222,124,125)
Fosl2	Tnfsf10	-1.7605	rgb(121,159,234)
Irf4	Tnfsf11	-1.7498	rgb(122,159,234)
Maf	Tnfsf11	-1.6054	rgb(130,164,232)
Maf	Tnfsf14	-1.7681	rgb(121,159,234)
Rorc	Tnfsf14	1.9341	rgb(222,125,126)
Fosl2	Tnfsf14	-1.8211	rgb(118,157,234)
Hif1a	Tnfsf14	1.6722	rgb(222,137,138)
Batf	Tnfsf4	1.8639	rgb(222,128,129)
Irf4	Tnfsf4	-1.9126	rgb(113,154,235)
Fosl2	Tnfsf4	-1.8228	rgb(118,157,234)
Batf	Tnfsf8	-1.9806	rgb(109,152,236)
Irf4	Tnfsf8	-1.9772	rgb(110,152,236)
Fosl2	Tnfsf8	1.9472	rgb(222,124,125)
Maf	Tnfsf9	-1.7708	rgb(121,159,234)
Fosl2	Tnfsf9	-1.7476	rgb(122,159,234)
Hif1a	Tnfsf9	1.7812	rgb(222,132,133)
Fosl2	Tnip1	1.7561	rgb(222,133,134)
Irf4	Tnip2	1.6757	rgb(222,137,138)
Stat3	Tnip2	1.8431	rgb(222,129,130)
Rorc	Tnip2	-1.5287	rgb(134,167,232)
Batf	Tnip3	1.93	rgb(222,125,126)
Irf4	Tnip3	1.9096	rgb(222,126,127)
Maf	Tnip3	-1.8408	rgb(117,156,235)
Fosl2	Tnip3	-1.8944	rgb(114,154,235)
Batf	Tnk2	1.7909	rgb(222,131,132)
Irf4	Tnk2	1.7484	rgb(222,133,134)
Stat3	Tnk2	1.6846	rgb(222,136,137)
Rorc	Tnk2	1.8356	rgb(222,129,130)
Fosl2	Tnk2	-1.8242	rgb(118,157,234)
Hif1a	Tnp2	1.8795	rgb(222,127,128)
Fosl2	Tnrc6b	1.8943	rgb(222,126,127)
Etv6	Tom1l2	-1.5777	rgb(131,165,232)
Hif1a	Tomm6	1.7938	rgb(222,131,132)
Fosl2	Top1	-1.7893	rgb(120,158,234)
Batf	Top2a	-1.5514	rgb(133,166,232)
Batf	Tor1aip2	-1.7095	rgb(124,161,233)
Irf4	Tox	-1.9941	rgb(109,151,236)
Rorc	Tox	1.7603	rgb(222,133,134)
Fosl2	Tox	-1.9411	rgb(112,153,235)
Batf	Tpbg	1.5472	rgb(221,143,144)
Maf	Tpbg	-1.5122	rgb(135,167,231)
Fosl2	Tpbg	1.6608	rgb(222,138,138)
Hif1a	Tpd52	1.7479	rgb(222,133,134)
Stat3	Tpi1	1.5466	rgb(221,143,144)
Hif1a	Tpi1	1.8958	rgb(222,126,127)
Batf	Tpk1	-1.8856	rgb(115,155,235)
Batf	Tpm4	1.8001	rgb(222,131,132)
Stat3	Tpp1	1.7875	rgb(222,132,132)
Maf	Traf1	-1.955	rgb(111,152,236)
Rorc	Traf1	-1.827	rgb(118,157,234)
Rorc	Traf3ip3	-1.5537	rgb(133,166,232)
Irf4	Traf4	1.8328	rgb(222,129,130)
Fosl2	Trafd1	1.5124	rgb(221,145,145)
Fosl2	Trak2	-1.6138	rgb(129,164,232)
Hif1a	Trappc6a	1.9395	rgb(222,124,125)
Batf	Trat1	1.7935	rgb(222,131,132)
Irf4	Treml2	1.7124	rgb(222,135,136)
Rorc	Treml2	-1.7974	rgb(119,158,234)
Fosl2	Treml2	1.8496	rgb(222,129,130)
Nfe2l2	Treml2	1.9447	rgb(222,124,125)
Irf4	Trerf1	1.8656	rgb(222,128,129)
Maf	Trerf1	-1.9659	rgb(110,152,236)
Stat3	Trerf1	1.9313	rgb(222,125,126)
Fosl2	Trerf1	-1.9887	rgb(109,151,236)
Maf	Trib1	-1.9444	rgb(111,153,235)
Stat3	Trib1	-1.9283	rgb(112,153,235)
Fosl2	Trib1	-1.9849	rgb(109,151,236)
Maf	Trib2	-1.9226	rgb(113,153,235)
Stat3	Trib2	1.8098	rgb(222,130,131)
Rorc	Trib2	-1.8218	rgb(118,157,234)
Batf	Trib3	1.5922	rgb(221,141,142)
Irf4	Trib3	1.7598	rgb(222,133,134)
Hif1a	Trib3	-1.894	rgb(114,154,235)
Irf4	Trim12a	-1.88	rgb(115,155,235)
Maf	Trim12a	-1.7521	rgb(122,159,234)
Stat3	Trim12a	-1.6293	rgb(129,163,232)
Fosl2	Trim12a	-1.8637	rgb(116,155,235)
Etv6	Trim12a	-1.538	rgb(133,166,232)
Stat3	Trim16	1.5381	rgb(221,143,144)
Rorc	Trim16	1.7109	rgb(222,135,136)
Stat3	Trim30a	-1.8161	rgb(118,157,234)
Stat3	Trim30d	-1.5527	rgb(133,166,232)
Fosl2	Trim30d	-1.67	rgb(126,162,233)
Irf4	Trim46	1.7964	rgb(222,131,132)
Stat3	Trim46	1.7881	rgb(222,132,132)
Batf	Trio	-1.9567	rgb(111,152,236)
Irf4	Trio	-1.8969	rgb(114,154,235)
Fosl2	Trio	1.8404	rgb(222,129,130)
Hif1a	Triobp	1.5916	rgb(221,141,142)
Batf	Trmt11	-1.6506	rgb(127,162,233)
Rorc	Trmt61a	1.6005	rgb(221,140,141)
Fosl2	Trmt61a	-1.86	rgb(116,156,235)
Irf4	Trove2	1.5253	rgb(221,144,145)
Stat3	Trove2	1.6814	rgb(222,137,137)
Batf	Trp53i11	1.8544	rgb(222,128,129)
Irf4	Trp53i11	1.7482	rgb(222,133,134)
Fosl2	Trp53i11	1.8132	rgb(222,130,131)
Irf4	Trp53i13	1.6733	rgb(222,137,138)
Rorc	Trp53inp1	-1.8528	rgb(116,156,235)
Fosl2	Trp53inp1	1.6571	rgb(222,138,139)
Irf4	Trpm6	-1.9231	rgb(113,153,235)
Maf	Trpm6	-1.772	rgb(121,158,234)
Rorc	Trpm6	-1.613	rgb(129,164,232)
Fosl2	Trpm6	-1.8097	rgb(119,157,234)
Batf	Trps1	1.9597	rgb(222,123,124)
Irf4	Trps1	1.9806	rgb(222,122,123)
Nfe2l2	Trpt1	-1.8323	rgb(118,156,234)
Etv6	Trpv2	-1.8544	rgb(116,156,235)
Fosl2	Tsc22d3	1.5016	rgb(221,145,146)
Hif1a	Tsc22d4	1.6956	rgb(222,136,137)
Hif1a	Tshz1	1.6406	rgb(222,139,139)
Hif1a	Tsnax	1.5373	rgb(221,144,144)
Stat3	Tspan13	-1.7726	rgb(121,158,234)
Fosl2	Tspan13	1.7982	rgb(222,131,132)
Batf	Tspan2	-1.8039	rgb(119,157,234)
Irf4	Tspan2	1.8103	rgb(222,130,131)
Maf	Tspan2	1.7631	rgb(222,133,134)
Fosl2	Tspan2	-1.7624	rgb(121,159,234)
Maf	Tspan3	-1.823	rgb(118,157,234)
Fosl2	Tspan32	1.6678	rgb(222,137,138)
Batf	Tspan5	1.9695	rgb(222,123,124)
Stat3	Tspan5	1.9552	rgb(222,124,125)
Fosl2	Tspo	1.5749	rgb(221,142,143)
Batf	Tsr1	-1.7359	rgb(123,160,234)
Fosl2	Tsr1	-1.7113	rgb(124,160,233)
Fosl2	Ttc27	-1.7814	rgb(120,158,234)
Batf	Ttc39b	-1.9606	rgb(111,152,236)
Irf4	Ttc39b	-1.8712	rgb(115,155,235)
Batf	Ttc39c	1.9369	rgb(222,124,125)
Irf4	Ttc39c	1.8734	rgb(222,127,128)
Irf4	Ttyh3	-1.7152	rgb(124,160,233)
Stat3	Ttyh3	-1.6806	rgb(126,161,233)
Etv6	Ttyh3	-1.7327	rgb(123,160,233)
Fosl2	Tuba1a	-1.6729	rgb(126,162,233)
Fosl2	Tuba1b	-1.7541	rgb(122,159,234)
Hif1a	Tuba1c	1.6656	rgb(222,137,138)
Fosl2	Tubb2a	-1.7497	rgb(122,159,234)
Batf	Tubb6	1.543	rgb(221,143,144)
Stat3	Tubb6	1.5677	rgb(221,142,143)
Hif1a	Tubb6	1.6116	rgb(221,140,141)
Hif1a	Tube1	1.7019	rgb(222,136,137)
Hif1a	Tut1	1.7592	rgb(222,133,134)
Fosl2	Twf1	-1.7767	rgb(121,158,234)
Hif1a	Twf2	1.5095	rgb(221,145,146)
Maf	Twsg1	-1.9217	rgb(113,154,235)
Fosl2	Twsg1	-1.8549	rgb(116,156,235)
Maf	Txk	1.9143	rgb(222,126,126)
Stat3	Txk	1.6511	rgb(222,138,139)
Rorc	Txk	1.8329	rgb(222,129,130)
Fosl2	Txk	1.9543	rgb(222,124,125)
Stat3	Txnip	1.5225	rgb(221,144,145)
Fosl2	Txnrd1	-1.6265	rgb(129,163,232)
Batf	Uap1	-1.5496	rgb(133,166,232)
Irf4	Uba3	1.875	rgb(222,127,128)
Maf	Uba3	-1.7339	rgb(123,160,233)
Rorc	Ubac2	-1.9741	rgb(110,152,236)
Irf4	Ubash3a	-1.8657	rgb(116,155,235)
Stat3	Ubash3a	-1.722	rgb(123,160,233)
Fosl2	Ubash3a	-1.8852	rgb(115,155,235)
Batf	Ubash3b	-1.974	rgb(110,152,236)
Irf4	Ubash3b	-1.9623	rgb(110,152,236)
Maf	Ubash3b	-1.6037	rgb(130,164,232)
Rorc	Ubash3b	-1.7695	rgb(121,159,234)
Rorc	Ube2b	-1.8639	rgb(116,155,235)
Maf	Ube2g1	-1.5877	rgb(131,165,232)
Fosl2	Ube2h	1.8038	rgb(222,131,132)
Hif1a	Ube2v1	1.8378	rgb(222,129,130)
Hif1a	Ube2z	1.642	rgb(222,139,139)
Nfe2l2	Ube4a	1.9044	rgb(222,126,127)
Hif1a	Ubn2	1.6861	rgb(222,136,137)
Irf4	Ubtd1	1.7865	rgb(222,132,133)
Stat3	Ubtd1	1.8308	rgb(222,129,130)
Fosl2	Ubtd1	1.7982	rgb(222,131,132)
Hif1a	Ubtd1	1.7216	rgb(222,135,136)
Batf	Ubxn11	-1.7124	rgb(124,160,233)
Rorc	Ubxn11	-1.8092	rgb(119,157,234)
Fosl2	Ucp2	1.5255	rgb(221,144,145)
Hif1a	Ufsp2	1.9166	rgb(222,125,126)
Hif1a	Ugdh	1.5124	rgb(221,145,145)
Irf4	Uhrf1bp1l	1.7172	rgb(222,135,136)
Maf	Ulk1	1.5991	rgb(221,141,141)
Hif1a	Ulk3	1.7061	rgb(222,135,136)
Batf	Unc119b	1.8286	rgb(222,130,131)
Irf4	Unc119b	1.8586	rgb(222,128,129)
Stat3	Unc119b	1.7459	rgb(222,134,134)
Batf	Unc13a	-1.8481	rgb(117,156,235)
Stat3	Unc13a	1.9304	rgb(222,125,126)
Rorc	Unc13a	-1.5083	rgb(135,167,231)
Hif1a	Unc13a	1.9749	rgb(222,123,124)
Maf	Unc93b1	-1.7633	rgb(121,159,234)
Nfe2l2	Unkl	1.7978	rgb(222,131,132)
Batf	Upb1	1.931	rgb(222,125,126)
Irf4	Upb1	1.7618	rgb(222,133,134)
Stat3	Upb1	1.6715	rgb(222,137,138)
Rorc	Upb1	-1.6888	rgb(125,161,233)
Fosl2	Upb1	-1.9132	rgb(113,154,235)
Batf	Upp1	1.9416	rgb(222,124,125)
Irf4	Upp1	1.8966	rgb(222,126,127)
Stat3	Upp1	1.903	rgb(222,126,127)
Rorc	Upp1	1.9151	rgb(222,125,126)
Fosl2	Upp1	1.957	rgb(222,123,124)
Hif1a	Uqcr11	1.7077	rgb(222,135,136)
Batf	Uqcrfs1	-1.9113	rgb(113,154,235)
Hif1a	Uqcrh	1.6861	rgb(222,136,137)
Hif1a	Usf2	1.7132	rgb(222,135,136)
Irf4	Usp22	1.7706	rgb(222,132,133)
Fosl2	Usp28	1.8177	rgb(222,130,131)
Irf4	Usp49	1.5288	rgb(221,144,145)
Hif1a	Usp5	1.8328	rgb(222,129,130)
Hif1a	Usp53	1.6695	rgb(222,137,138)
Irf4	Ust	1.9521	rgb(222,124,125)
Stat3	Ust	1.723	rgb(222,135,136)
Rorc	Ust	-1.8906	rgb(114,155,235)
